"gene_ids" "PC1" "PC2"
"114" "ENSG00000005961" 0.0452754786475044 -0.519071525548214
"115" "ENSG00000005981" -1.6430312668817 0.146713728035493
"116" "ENSG00000006007" -1.10672710239568 -0.0674598674235565
"118" "ENSG00000006016" -0.366247988590622 0.610113902459489
"119" "ENSG00000006025" -0.0215030122152228 -0.730197006466437
"120" "ENSG00000006042" -0.85328812467177 -0.329867765957066
"121" "ENSG00000006047" 0.707591627734023 1.25758709517059
"122" "ENSG00000006059" -3.14518397428502 -0.0455123183544609
"124" "ENSG00000006071" 1.46269776916581 -1.39777371468353
"125" "ENSG00000006116" 2.08772519182132 2.14609910696513
"126" "ENSG00000006118" -0.996674928223388 0.327810595584913
"127" "ENSG00000006125" 2.83342194678285 -1.24461237208213
"128" "ENSG00000006128" 1.04151439826706 1.31607444802172
"129" "ENSG00000006194" -1.3799424758368 0.687358906030413
"130" "ENSG00000006210" 0.0324188728808934 3.23934808361049
"131" "ENSG00000006282" -0.262032261805808 -1.25243635941609
"132" "ENSG00000006283" 4.22082678126537 -3.73145026061309
"133" "ENSG00000006327" -2.70023248212215 0.585827532538788
"135" "ENSG00000006432" 1.68190398549303 0.262802575861088
"136" "ENSG00000006451" 1.69410691382045 1.62503412043798
"137" "ENSG00000006453" -0.553745766126987 -0.408379601979833
"139" "ENSG00000006468" 3.25331920723421 0.0230612797917253
"140" "ENSG00000006530" -0.207774617270917 -1.16945923933573
"143" "ENSG00000006576" 1.197642147751 -1.51201912324364
"145" "ENSG00000006607" -1.74566618298051 -1.61539522041978
"147" "ENSG00000006625" -2.33316115137819 -0.387532445163212
"148" "ENSG00000006634" 1.54665890961553 0.691820065698418
"150" "ENSG00000006652" 0.227651974850096 -0.787207937878543
"152" "ENSG00000006695" 0.0782565029885629 0.0518943715728977
"153" "ENSG00000006704" 2.30429236230054 -1.12410063235685
"154" "ENSG00000006712" 0.297791376142701 0.457402845710773
"155" "ENSG00000006715" 0.653130851656365 -1.70257903176481
"156" "ENSG00000006740" 3.24649651752152 -0.196963907088066
"162" "ENSG00000006831" 0.477536988068095 0.379930408964517
"163" "ENSG00000006837" -2.03241694836967 -1.26554362163485
"164" "ENSG00000007001" -0.42257332848293 -0.931772680819303
"165" "ENSG00000007038" -2.59035692453811 -0.203696768026087
"166" "ENSG00000007047" 3.4693016010638 1.29864133209176
"167" "ENSG00000007062" -0.973094846989064 -2.03058554053681
"170" "ENSG00000007168" 3.41487543121663 1.64944551499624
"171" "ENSG00000007171" 0.814873064964151 -2.21747246481724
"173" "ENSG00000007202" 1.34922925060093 -1.18366425450522
"174" "ENSG00000007216" -1.63515778192752 -1.05661771028613
"175" "ENSG00000007237" 1.47242090384258 -1.43713628144705
"176" "ENSG00000007255" -2.55516007155496 0.373245988002238
"179" "ENSG00000007312" 1.43174922742993 2.69788456598952
"180" "ENSG00000007314" 0.0640326864238251 -0.320865652806784
"181" "ENSG00000007341" -1.21085684930416 -2.38639315511954
"182" "ENSG00000007350" 1.683228323822 1.14761033667348
"183" "ENSG00000007372" 2.96511071379093 -0.0114363744518314
"184" "ENSG00000007376" -2.05318170927715 0.193381647416036
"185" "ENSG00000007384" -0.794224877443304 0.083486652939864
"186" "ENSG00000007392" 0.451000591525749 -0.687760839665525
"187" "ENSG00000007402" 2.35005979724277 -2.34545177291133
"188" "ENSG00000007516" -0.268077827005496 -1.48271038530088
"190" "ENSG00000007541" -1.31029112112262 -0.514541391454056
"194" "ENSG00000007923" 3.17146018192103 1.51592623594487
"195" "ENSG00000007933" -2.95885836813125 -0.87551083725619
"196" "ENSG00000007944" -0.339826375879522 -0.00384309205469805
"198" "ENSG00000007968" 0.286735648629206 1.63827824324583
"199" "ENSG00000008018" 1.326315664914 0.830195952080727
"201" "ENSG00000008083" 3.33539308851739 -0.433264309751723
"202" "ENSG00000008086" 2.86447513025231 -0.908679617016125
"203" "ENSG00000008118" -0.0239864523533091 -0.462409124492213
"204" "ENSG00000008128" -2.54042054982526 -0.690203990955756
"205" "ENSG00000008130" -0.368793299274991 -0.430905947491308
"207" "ENSG00000008197" 1.5188136642372 0.750540478810876
"209" "ENSG00000008256" 1.21819980969519 -0.134860902943384
"210" "ENSG00000008277" 2.1865330951618 -2.08163854245478
"211" "ENSG00000008282" -0.279290960321252 -0.00239896589313586
"212" "ENSG00000008283" 0.641525109072471 0.412846738455873
"213" "ENSG00000008294" 3.52533801085968 -0.696475617342044
"214" "ENSG00000008300" 1.97789978598931 1.00416266400237
"215" "ENSG00000008311" 0.50773506093269 -1.90133658168096
"216" "ENSG00000008323" -2.03366911705569 -0.393112161048256
"217" "ENSG00000008324" -1.90422307357552 0.396024506260956
"218" "ENSG00000008382" -1.25346107552434 -0.494509044825087
"220" "ENSG00000008405" 0.489950482542466 -0.574690996380074
"221" "ENSG00000008438" -3.75252326330312 0.689846386341662
"222" "ENSG00000008441" 2.93459557034305 1.06358958970697
"223" "ENSG00000008513" -0.527038558149578 -0.277715340926499
"224" "ENSG00000008516" -1.60003738427649 0.196884570816187
"228" "ENSG00000008838" 0.992092877426808 -1.86004416368261
"229" "ENSG00000008853" 0.543287557238091 0.518062133555563
"230" "ENSG00000008869" 1.32772150657321 -1.00512517706967
"231" "ENSG00000008952" 1.00704424023451 0.275859965634674
"232" "ENSG00000008988" -0.0275875609252898 0.389799650405993
"233" "ENSG00000009307" 3.73404075120613 0.22276132354642
"234" "ENSG00000009335" 3.37976075258586 1.05216252741185
"235" "ENSG00000009413" 3.83893770554895 -1.04486602244783
"237" "ENSG00000009709" 0.498297091393901 0.406606780223385
"238" "ENSG00000009724" -2.63328120962266 -0.228824377657893
"239" "ENSG00000009765" -1.72835684487837 -0.392757150672449
"240" "ENSG00000009780" -0.666559338728184 -0.414573509294622
"241" "ENSG00000009790" -0.795717155494869 -0.971301749325699
"242" "ENSG00000009830" -0.140502165624967 -1.16344459048351
"243" "ENSG00000009844" -0.478584941120282 -0.319908403488262
"244" "ENSG00000009950" 0.401705914459409 -0.168005039940143
"245" "ENSG00000009954" 2.80575772805664 -0.0243521830757012
"246" "ENSG00000010017" 3.31113001623601 1.54089277254869
"249" "ENSG00000010165" 0.0496719763010494 -0.115139120362837
"250" "ENSG00000010219" -1.44796157022581 -1.25016264376143
"251" "ENSG00000010244" 1.15077867165528 -0.63951905221588
"252" "ENSG00000010256" -0.0252273630793416 0.1238960284775
"253" "ENSG00000010270" -0.148731104450957 -0.89149328009802
"254" "ENSG00000010278" -0.604451120485315 -0.108416547501054
"255" "ENSG00000010282" -1.32248778284824 -0.214681743822947
"256" "ENSG00000010292" 0.172562027418584 -1.008484072941
"257" "ENSG00000010295" -0.295214331145365 -0.441059685632325
"258" "ENSG00000010310" -2.71007601161061 -0.171384911309753
"259" "ENSG00000010318" -0.905508277660965 -0.37018104178317
"261" "ENSG00000010322" 2.4930310493325 0.145053983616857
"262" "ENSG00000010327" -0.447592341796266 -1.20680908021882
"264" "ENSG00000010379" -1.34431159185364 -0.873397291751381
"265" "ENSG00000010404" 0.905003830231501 0.736087914685364
"266" "ENSG00000010438" -4.24366689105399 -0.335331343415438
"269" "ENSG00000010626" -1.15414464750925 -0.672105204127891
"270" "ENSG00000010671" 2.96804726053275 1.23553048912177
"271" "ENSG00000010704" -1.47541845374341 -0.330184954529057
"272" "ENSG00000010803" 1.0800721680152 -1.45131895607083
"273" "ENSG00000010810" 2.72461425483953 -1.09819039341333
"274" "ENSG00000010818" 3.54610120563476 1.8259403714327
"276" "ENSG00000011007" 2.63406039749445 2.18957133577225
"277" "ENSG00000011009" 2.36207255335591 2.00408382564772
"279" "ENSG00000011028" 1.6667984623291 0.105343557335149
"281" "ENSG00000011083" -0.156359012346264 -0.358283871459088
"282" "ENSG00000011105" 0.622939272763262 0.031264961360272
"283" "ENSG00000011114" 1.04888045002388 0.10582278184482
"285" "ENSG00000011143" -0.529784955364967 -0.902869389401685
"286" "ENSG00000011198" -1.17050019795829 -0.509416214682213
"288" "ENSG00000011243" 1.3973877982387 -0.342794957071164
"289" "ENSG00000011258" 2.37583297534612 0.432796680756067
"290" "ENSG00000011260" 0.528191954761956 -0.036819816220352
"291" "ENSG00000011275" 1.10940336798867 -0.626455667684597
"293" "ENSG00000011304" 3.21969670108992 1.36349437768654
"294" "ENSG00000011332" 2.43390171563799 0.753404842710495
"295" "ENSG00000011347" 2.23370143553978 0.545890807548848
"296" "ENSG00000011376" 0.37988516202486 -1.25864831729367
"297" "ENSG00000011405" 1.58346947080009 -0.834693785303584
"298" "ENSG00000011422" -1.43486131304114 0.100146474296093
"299" "ENSG00000011426" 1.00269054828571 -0.461110936481109
"300" "ENSG00000011451" 2.44808975350552 2.37900594227038
"301" "ENSG00000011454" 4.16104147195959 1.36100892084384
"302" "ENSG00000011465" 1.01121327811784 -0.499946726474195
"304" "ENSG00000011485" 3.25429508087661 1.61509426777173
"305" "ENSG00000011523" -1.21022440112149 0.661786771889855
"306" "ENSG00000011566" 1.99970769761215 -1.1588077038633
"307" "ENSG00000011590" -1.46403479184787 0.421609261129128
"308" "ENSG00000011600" -1.24174239078805 0.523969130893825
"310" "ENSG00000011677" 0.0482736609154995 -0.813389627043496
"311" "ENSG00000012048" 0.361030483026208 -2.11298460474724
"312" "ENSG00000012061" -0.66520471006239 -0.77727556647103
"313" "ENSG00000012124" -0.181277981343383 -1.19831638329406
"315" "ENSG00000012174" 2.29451404793824 0.875422028084642
"318" "ENSG00000012232" 0.54465536460552 -0.586620689061575
"320" "ENSG00000012660" 0.480248613501031 -0.258469218027687
"321" "ENSG00000012779" 0.247954209092427 -0.324335696464414
"323" "ENSG00000012822" 0.0350442360466569 -0.684200341177379
"324" "ENSG00000012963" 0.790707926177717 -0.0030911851830293
"326" "ENSG00000013016" 0.131813616751997 0.932343903909498
"327" "ENSG00000013275" 1.435959195197 0.387510506670902
"328" "ENSG00000013288" -2.53101206344991 -0.797052157060268
"329" "ENSG00000013293" -0.166734301420601 0.73029148984359
"330" "ENSG00000013297" 0.788994727351039 -0.880735824735221
"331" "ENSG00000013306" -1.2074459032941 -0.715684029187229
"332" "ENSG00000013364" 0.33308427874416 -0.390915067852897
"333" "ENSG00000013374" 0.0308595955250071 -0.678082246283363
"334" "ENSG00000013375" -0.55519931039416 -1.13570608194832
"335" "ENSG00000013392" -1.97595906435123 1.2227072477385
"336" "ENSG00000013441" 0.759879891592477 -0.620259235450923
"337" "ENSG00000013503" 1.07927756416744 -1.78274123668548
"339" "ENSG00000013561" 0.441389667283474 -0.482005080614235
"340" "ENSG00000013563" -1.05649782551897 -0.313512737664594
"342" "ENSG00000013583" -2.17797913746377 0.0699649207873332
"343" "ENSG00000013588" -2.36792435794783 0.814065594387384
"344" "ENSG00000013619" 0.267696054768959 0.3340283841928
"345" "ENSG00000013725" -1.08863792500955 -0.598402185556434
"346" "ENSG00000013810" -0.179948034129351 -0.214653544787481
"347" "ENSG00000014123" -0.247382138016554 -1.1243006810021
"348" "ENSG00000014138" 0.575584396145 -0.442431794639601
"350" "ENSG00000014216" 0.00580245745040495 -1.30957104978279
"351" "ENSG00000014257" -1.5673072698204 -0.76556608986963
"352" "ENSG00000014641" 2.71944601087381 0.901678860478999
"353" "ENSG00000014824" -0.013043058540447 -1.1688792081084
"354" "ENSG00000014914" -1.37114925147503 -0.971538416974857
"355" "ENSG00000014919" -1.07868431027008 -0.19126306042791
"358" "ENSG00000015171" 4.44014503218122 0.624241175753642
"359" "ENSG00000015285" 1.69565474145457 1.5190829948853
"360" "ENSG00000015413" -1.73483169925909 -0.21888410246319
"361" "ENSG00000015475" -2.21851376603921 -0.319598736523111
"362" "ENSG00000015479" 4.40832025695555 0.795012727578394
"363" "ENSG00000015520" -1.02922096823501 -1.26961829288442
"364" "ENSG00000015532" -0.725061832781889 0.281138184622428
"366" "ENSG00000015592" -0.0396099423244447 0.0324588914960011
"367" "ENSG00000015676" 0.723879694397879 0.563514779154819
"369" "ENSG00000016391" -0.486556324347046 0.563964967125116
"370" "ENSG00000016402" -1.21769324346499 -0.166575073247598
"372" "ENSG00000016602" -1.54759768596102 -0.997681453675498
"373" "ENSG00000016864" -0.500102556182357 -0.810359209336875
"374" "ENSG00000017260" 2.98805431106992 -2.32721469819316
"375" "ENSG00000017427" -0.323481616333798 0.374068926584106
"377" "ENSG00000017797" 1.09869910629247 0.322006131052942
"378" "ENSG00000018189" 1.92480824332331 -0.142015241652844
"379" "ENSG00000018236" 2.93146778311496 -1.09424696766862
"380" "ENSG00000018280" -1.31638764849879 -0.791971588684973
"381" "ENSG00000018408" 1.34014301061479 0.131359708849938
"382" "ENSG00000018510" 2.94309945605317 -0.0469799520013588
"385" "ENSG00000018625" 1.3843095738461 -0.434744057069473
"386" "ENSG00000018699" 0.0460981046180269 -1.03441069111394
"387" "ENSG00000018869" -2.01964937533091 -0.123082670329116
"388" "ENSG00000019102" -2.33995150445115 -0.00651233233582001
"389" "ENSG00000019144" 1.40036936698749 -0.883385411274624
"390" "ENSG00000019169" -3.17764340053209 -0.566660715872475
"392" "ENSG00000019485" 0.765201697516565 0.40420651743067
"393" "ENSG00000019505" 0.226384627034371 0.388370661252433
"394" "ENSG00000019549" 1.86416682213774 2.33471348930181
"396" "ENSG00000019991" 1.85157082819046 -0.286925936311996
"397" "ENSG00000019995" 3.0402050980269 2.25859891655229
"398" "ENSG00000020129" 3.12490439509001 2.38831329355725
"401" "ENSG00000020256" -0.0406624916712961 -0.667846803095596
"402" "ENSG00000020426" -0.544339286018504 -1.0570524506101
"403" "ENSG00000020577" 2.17759124981691 0.378836555004462
"404" "ENSG00000020633" 1.0512483556285 1.14234645855103
"405" "ENSG00000020922" 0.635945077403506 -1.30384757949394
"406" "ENSG00000021300" -1.56370736269494 -0.541087730797762
"407" "ENSG00000021355" -1.56908236595584 -0.336954755119187
"409" "ENSG00000021488" -1.36495910546175 -1.02201109875782
"410" "ENSG00000021574" 2.08493834704376 -0.718080387639556
"411" "ENSG00000021645" 6.03753687771863 -4.09556380193008
"413" "ENSG00000021776" 3.10854686846833 -0.495359133369172
"414" "ENSG00000021826" 1.06192507090031 -1.89622922494082
"416" "ENSG00000022267" 2.85574749177077 0.0835675561159977
"418" "ENSG00000022355" 2.59712058353458 -0.236954213066179
"419" "ENSG00000022556" -2.83863868792302 -0.82458998174796
"420" "ENSG00000022567" -0.818656017321268 0.206873241140011
"421" "ENSG00000022840" 1.52686463116899 -0.784245966993483
"422" "ENSG00000022976" -2.33136667051151 -0.609974256578484
"423" "ENSG00000023041" -0.316456747851168 -0.848634018977686
"424" "ENSG00000023171" 1.99913409469409 -1.35789872360039
"425" "ENSG00000023191" -1.03150684379234 -0.508517444968098
"426" "ENSG00000023228" 0.925643858816963 -1.40968151493816
"427" "ENSG00000023287" 3.07810837900144 0.157482094419473
"428" "ENSG00000023318" 2.02638746223442 0.0882518005857527
"429" "ENSG00000023330" 0.712990919472594 0.24910889406542
"430" "ENSG00000023445" 1.19592149619115 0.383478500364377
"431" "ENSG00000023516" 1.05592972052998 0.236883289748249
"432" "ENSG00000023572" -1.54359007448008 0.0177111899690689
"433" "ENSG00000023608" -0.927516803452272 -0.693813577222659
"434" "ENSG00000023697" 0.261932771121733 -0.880183503224923
"435" "ENSG00000023734" 1.56033160262936 0.395254628100632
"437" "ENSG00000023892" 1.24298631055291 1.4481799696448
"438" "ENSG00000023902" 0.200965396616267 1.16693927387764
"439" "ENSG00000023909" 0.659719921847041 0.394974780875219
"440" "ENSG00000024048" 3.96844332660299 -2.83213426872654
"441" "ENSG00000024422" 0.0919723572703483 1.45226816585721
"442" "ENSG00000024526" -0.306782056757329 -0.958823209781148
"443" "ENSG00000024862" -2.42303328361969 -0.798091972683992
"444" "ENSG00000025039" 0.959174283370608 1.00992741842633
"445" "ENSG00000025156" 2.18125486360182 0.113970454523272
"446" "ENSG00000025293" 2.20799269874591 -0.248331651579327
"447" "ENSG00000025423" -1.22803858732365 -0.273201438063413
"448" "ENSG00000025434" 2.17740736581024 -0.234818205306035
"449" "ENSG00000025708" -0.968372553054845 0.0188042903272257
"450" "ENSG00000025770" 0.717181858053555 -0.160624498182032
"452" "ENSG00000025796" 0.636404745814343 -0.602676151695032
"453" "ENSG00000025800" 2.42647361577236 0.465820860863594
"454" "ENSG00000026025" 1.78932928642925 0.878531984177757
"456" "ENSG00000026103" -0.0997586455832908 -0.546507579430795
"457" "ENSG00000026297" -2.03788829765698 -0.972610622543787
"458" "ENSG00000026508" -0.885495013952695 -2.17233316569811
"459" "ENSG00000026559" -0.0962435098373301 1.01292770313779
"460" "ENSG00000026652" 0.718667927673691 0.585938962720264
"461" "ENSG00000026751" -2.05440118991751 -0.220114560364043
"464" "ENSG00000027075" 2.38799550680143 -1.22512870151744
"465" "ENSG00000027644" -0.61797770345352 -1.48957038145203
"466" "ENSG00000027697" -0.740482851556549 0.361384504997321
"467" "ENSG00000027847" -1.20034714749247 0.301219841022075
"468" "ENSG00000027869" -2.33178727529544 -0.113276627880197
"469" "ENSG00000028116" -0.109742764336809 -1.90064212269935
"470" "ENSG00000028137" -0.10203881362424 1.34735555289344
"471" "ENSG00000028203" 0.355829060819758 -2.35222287398652
"472" "ENSG00000028277" 2.75720936869499 -0.0346744875789454
"473" "ENSG00000028310" 1.14073192029952 -0.422873350251027
"474" "ENSG00000028528" 1.8925477849756 -0.103754100938319
"478" "ENSG00000029364" 0.592143961199709 -0.140091936612731
"479" "ENSG00000029534" 4.55668678362353 0.199044576270698
"481" "ENSG00000029639" -1.59555915527756 -0.72020468628447
"482" "ENSG00000029725" 2.31511130961802 -0.064917716718673
"484" "ENSG00000030066" 1.85943565922435 -1.05544552483544
"485" "ENSG00000030110" -1.56713774309474 0.5728166056498
"486" "ENSG00000030304" -0.813061014406441 -1.46381503068892
"487" "ENSG00000030419" 1.88125053545597 -0.292896607212394
"488" "ENSG00000030582" -0.00027127097776021 -0.372049289227863
"489" "ENSG00000031003" 2.22849488347172 -0.343222536998853
"490" "ENSG00000031081" 1.25859736427589 0.79428571512254
"491" "ENSG00000031691" -2.22400638223081 -0.904180639094493
"492" "ENSG00000031698" 2.08270150369946 1.31123056610927
"493" "ENSG00000031823" 4.15832425960506 0.743682555383587
"495" "ENSG00000032389" 0.825889004365057 -0.706777999057638
"496" "ENSG00000032444" 0.89242428862368 -1.49109455530054
"497" "ENSG00000032742" 0.0462712754697264 -1.50780159272926
"498" "ENSG00000033011" -2.22760845823162 -0.835939825767634
"500" "ENSG00000033050" 2.18016445541324 0.901812616139454
"501" "ENSG00000033100" -2.46878755092592 0.533945962484374
"503" "ENSG00000033170" 2.4202598981673 -0.269797035321174
"504" "ENSG00000033178" 2.19246114232953 -0.618968124772868
"505" "ENSG00000033327" 1.83971994974597 0.871183502970374
"506" "ENSG00000033627" 2.25461906052277 -0.641526725886656
"507" "ENSG00000033800" 2.9487639488858 0.621491293284443
"508" "ENSG00000033867" 2.68713636698543 -2.24524899060752
"509" "ENSG00000034053" 1.02906139462608 -1.00561895087001
"510" "ENSG00000034152" -1.50502287182153 -0.224472624980572
"511" "ENSG00000034239" -2.00462229748795 -0.471936395387157
"513" "ENSG00000034533" -1.34974238025148 -0.390238727737161
"514" "ENSG00000034677" 1.02367594202634 -0.533572615026128
"515" "ENSG00000034693" 0.388043052408976 -0.503198509335168
"519" "ENSG00000035141" -2.03923816145374 0.209085283550216
"520" "ENSG00000035403" 2.44514604008809 -0.606533879563818
"521" "ENSG00000035499" -0.0392238593363659 -0.781923426960073
"522" "ENSG00000035664" -1.12825890501497 -1.06717708543107
"523" "ENSG00000035681" 0.616182277679533 -1.5453477879329
"524" "ENSG00000035687" 1.34451358481115 0.324640609827287
"525" "ENSG00000035720" -0.597736534926654 -0.599955963693661
"526" "ENSG00000035862" 0.641381652484353 1.34833405107543
"527" "ENSG00000035928" 1.31155043003811 -0.941235244907866
"528" "ENSG00000036054" 0.41565024999436 -1.38724105238865
"529" "ENSG00000036257" 2.34359698303425 -0.264196730963222
"532" "ENSG00000036530" 0.34512705669023 0.0624493898611402
"533" "ENSG00000036549" 2.78210259141297 0.40887939450146
"535" "ENSG00000036672" 0.221671286668924 0.125198559442436
"536" "ENSG00000036828" 0.614095247681518 0.297512777668997
"537" "ENSG00000037042" -0.872353736031246 0.130584992291333
"539" "ENSG00000037280" 2.15467623071655 -0.00667063076368262
"540" "ENSG00000037474" 1.95375377498459 -0.0307753117925377
"541" "ENSG00000037637" 1.59623182147268 0.86872229497846
"542" "ENSG00000037749" -0.885084586456042 -0.751367342438881
"543" "ENSG00000037757" -2.16060050264932 -0.104394266134583
"544" "ENSG00000037897" -0.580978977891576 0.286882868910436
"545" "ENSG00000037965" -0.0462036012289402 2.11202273572712
"546" "ENSG00000038002" -1.76689276743759 -0.605113751727596
"547" "ENSG00000038210" -0.372716827477506 -0.439491028761285
"549" "ENSG00000038274" 0.437989321820277 0.147657100100908
"550" "ENSG00000038295" 1.29047715987106 -1.67993679053726
"551" "ENSG00000038358" 2.08788471604081 0.0965896680690279
"552" "ENSG00000038382" 5.46316945223181 -1.42702179367524
"553" "ENSG00000038427" 1.39321164334089 -0.105082093764588
"554" "ENSG00000038532" 0.354752309043024 -1.09060071846607
"556" "ENSG00000039068" 1.55198278640184 -0.645141984627883
"557" "ENSG00000039123" 2.24723326148259 -0.55711940900085
"559" "ENSG00000039319" -0.500360553551758 -1.22349722398253
"560" "ENSG00000039523" 1.42967160540657 -0.39095467297976
"562" "ENSG00000039560" 1.41712263165498 -1.70027882443007
"565" "ENSG00000039987" -1.76932343332024 -0.207639824894495
"566" "ENSG00000040199" 0.714188561943351 -1.20859115268458
"568" "ENSG00000040341" 2.1657774492156 -1.91921129478517
"569" "ENSG00000040487" -1.09072818797828 -0.271062675723265
"570" "ENSG00000040531" -1.3458311992255 -0.376258059015321
"572" "ENSG00000040633" 2.34328730336631 1.96725507992678
"573" "ENSG00000040731" 1.55553911359339 -0.499835603599664
"574" "ENSG00000040933" 2.78602432998574 -0.781790230065849
"575" "ENSG00000041353" -0.339055363660907 -0.102925192076726
"576" "ENSG00000041357" 1.68800786465517 -0.269451644180591
"577" "ENSG00000041515" 2.52381623005933 -3.36512641577564
"578" "ENSG00000041802" -1.61483913597134 -0.731111362753849
"580" "ENSG00000041982" -0.0966681074328928 -1.61533768112594
"581" "ENSG00000041988" -2.36322569522098 0.389467437272366
"582" "ENSG00000042062" -1.69283756323826 -1.11851729897163
"583" "ENSG00000042088" 0.202319841250668 -1.39685041098563
"584" "ENSG00000042286" -1.51287887974335 -0.27411139984969
"586" "ENSG00000042317" -1.98425911367295 -1.87955711254899
"587" "ENSG00000042429" 0.491673416086363 -0.347121587896973
"589" "ENSG00000042493" -1.75069063091821 -0.990827334776065
"590" "ENSG00000042753" 1.53243589155559 1.77123655981689
"592" "ENSG00000042813" -1.36975367179004 -1.29688129638594
"594" "ENSG00000042980" -2.15598425041956 -1.81785490762831
"595" "ENSG00000043039" -1.48253183185821 0.512067093984058
"596" "ENSG00000043093" 2.34090266008094 1.39320047859103
"599" "ENSG00000043462" 1.02401850497171 -0.114935569353926
"600" "ENSG00000043514" -0.97075386198718 -1.15063653686129
