"genes" "slopes" "intercept" "p_val_slope" "p_val_intercept" "number_of_species" "R_sq" "R_sq_adj" "residual_std_err"
"13" "dN.dS_ENSG00000105821" 0.612389206364356 0.268886040565409 6.89287881878471e-09 6.67239264483834e-05 57 0.459658267495207 0.449833872358756 0.0549924919518559
"14" "dN.dS_ENSG00000108176" 0.354674737422088 0.448272262019774 0.000177288296293119 9.42094771869946e-10 61 0.213570644970061 0.200241333867859 0.0569974190961602
"15" "dN.dS_ENSG00000109846" 0.398167434644419 0.417241572823252 0.000285061509020643 2.79424332939736e-07 59 0.207829756499665 0.193932032929483 0.0645068830991856
"16" "dN.dS_ENSG00000110011" 0.65868435262511 0.236300933964883 1.87245838447435e-09 0.000518884275250329 59 0.471995521967938 0.462732285511235 0.0578940717373277
"17" "dN.dS_ENSG00000113013" 0.411734835597846 0.409160397153242 3.85374957976334e-05 4.87031224703461e-08 49 0.30525220788952 0.290470339972276 0.0508891448670065
"18" "dN.dS_ENSG00000115137" 0.106459310391555 0.619251105394573 0.323171440496755 1.35846555466295e-11 62 0.0162699310592466 -0.00012557008976577 0.0685320546916333
"19" "dN.dS_ENSG00000115484" 0.288254923532008 0.493758861608606 0.00854622174674398 1.43317539276103e-08 53 0.127954856294846 0.11085593190847 0.0637559481693556
"20" "dN.dS_ENSG00000116138" 0.58374515976235 0.289141879005196 3.87361837370493e-10 1.78800361830808e-06 66 0.460261234203158 0.451827815987582 0.0519635524837128
"21" "dN.dS_ENSG00000116675" 0.260197983560141 0.513015141180174 0.0126247793009504 7.58077593086912e-10 63 0.0977058735569316 0.0829141665660617 0.0654083664466857
"22" "dN.dS_ENSG00000120438" 0.117166771523229 0.612507550966938 0.331449410028638 4.76507972704493e-09 43 0.0230181603749288 -0.000810664981780285 0.0630634614550303
"23" "dN.dS_ENSG00000120675" 0.481214052655719 0.358963597400758 7.39610977110103e-05 2.57878119241196e-05 57 0.250329202119011 0.236698823975721 0.0684690187334371
"24" "dN.dS_ENSG00000120694" 0.641314849855741 0.248608129981445 3.6453554785059e-10 0.000101387767954402 63 0.477525223683669 0.468960063416188 0.055831925065726
"25" "dN.dS_ENSG00000125863" 0.111767274812576 0.615739037311294 0.257990111091786 2.63093987433121e-13 71 0.0185049145042693 0.00428034804780941 0.0672807386051829
"26" "dN.dS_ENSG00000126602" 0.585439676398973 0.28738719873872 2.85409571345628e-08 3.13731104534036e-05 61 0.409244292460088 0.399231483857717 0.0584081271017602
"27" "dN.dS_ENSG00000126698" 0.386554557401095 0.424822788994519 0.00219103224521229 5.2437336275944e-06 52 0.172626779738335 0.156079315333102 0.0678981996390679
"28" "dN.dS_ENSG00000126803" 0.51941318514098 0.333526995609262 2.20177406443438e-05 7.09157054274648e-05 43 0.358767405448259 0.343127586068948 0.0573010524194634
"29" "dN.dS_ENSG00000128590" 0.46254744795783 0.372195671485715 1.43953481297065e-05 9.08918409725444e-07 68 0.249643296234238 0.238274255268091 0.0658659819844152
"30" "dN.dS_ENSG00000132002" 0.179649095356345 0.568342911243813 0.106262264245186 4.54144229947736e-10 61 0.0436146382276729 0.0274047168417013 0.0698424596869974
"31" "dN.dS_ENSG00000132141" 0.49079804119874 0.352002426492849 2.5961198224487e-05 1.57382238396092e-05 65 0.246496684755116 0.234536314671864 0.0709274394954941
"32" "dN.dS_ENSG00000132622" 0.256989889609104 0.51525025541942 0.0217715431392561 9.07075779077735e-09 55 0.0953916658270698 0.0783235840502221 0.0652790656833649
"33" "dN.dS_ENSG00000135624" 0.233132558192627 0.531839197536805 0.0460730716484358 2.19591203646234e-08 49 0.0819988991447917 0.0624669608287236 0.0650382220664152
"34" "dN.dS_ENSG00000135924" 0.241165732592261 0.5258013325171 0.0402532524213762 1.9418443538063e-08 56 0.0756186654528536 0.0585004925908693 0.0691096685697081
"35" "dN.dS_ENSG00000136770" 0.23679730199686 0.526644553911014 0.0832585414918462 4.87610878195209e-07 63 0.0483760307712226 0.0327756378330458 0.0869076992369157
"36" "dN.dS_ENSG00000137094" 0.37365146266876 0.433362533292459 0.00232127972124213 1.88757927262698e-06 58 0.15389702993802 0.138788048329771 0.0725506571972738
"37" "dN.dS_ENSG00000138246" 0.433161688409464 0.393353225586586 1.8841502498973e-05 9.54038793195534e-08 62 0.264743324677889 0.252489046755854 0.0597183559017251
"38" "dN.dS_ENSG00000140403" 0.365162161906073 0.440392419252256 0.000455422961607451 2.41707519314134e-08 61 0.189451589561526 0.175713480910026 0.062844910867956
"39" "dN.dS_ENSG00000147570" 0.244969536495929 0.522026496713346 0.0494364984352257 6.81165108880339e-08 63 0.0618115352635084 0.0464313964973364 0.0784263634034026
"40" "dN.dS_ENSG00000148719" 0.467786441702971 0.368411728388217 2.11441459917355e-05 2.24958109465921e-06 67 0.244445234776426 0.232821315311448 0.0672884015627376
"41" "dN.dS_ENSG00000149428" 0.477406345639912 0.362845633057522 3.76108336964004e-07 4.77181205975975e-08 68 0.325635518374867 0.31541787471388 0.0566019628887105
"42" "dN.dS_ENSG00000150753" 0.010145643055813 0.685421608219696 0.942041563049006 1.18594775153749e-08 43 0.000130497335278331 -0.0242565637053247 0.0723663668720595
"43" "dN.dS_ENSG00000151835" 0.549006390951512 0.312371181916096 3.29361198335875e-07 1.6220662742982e-05 64 0.345417342754093 0.334859557959805 0.0623467278768533
"44" "dN.dS_ENSG00000152137" 0.0773692006485817 0.637475238037294 0.620258127184508 4.28600077159475e-07 47 0.00550139982152897 -0.016598569071326 0.0840020823028919
"45" "dN.dS_ENSG00000155087" 0.578971349455615 0.291208772825848 1.0086943335555e-06 0.000205459404898002 57 0.355046608207365 0.343320182902044 0.0651850981039095
"46" "dN.dS_ENSG00000155304" 0.231436642052773 0.533242746943495 0.0196305294648565 5.19737351873161e-11 64 0.0847147415763884 0.0699520761179431 0.062719592153191
"47" "dN.dS_ENSG00000156261" 0.356282807455696 0.446160278507734 0.00152284717015576 1.52079946728954e-07 58 0.165617138320274 0.150717444361708 0.066502444397682
"48" "dN.dS_ENSG00000162129" 0.450463099082714 0.380340260533216 5.41607961360545e-05 1.84745713771807e-06 66 0.226313395890814 0.214224542701608 0.0685592887654957
"49" "dN.dS_ENSG00000162616" 0.445892473108697 0.381932764645487 0.00734504344480519 0.00122444795947939 44 0.158970221512929 0.138945702977522 0.0822262132820879
"50" "dN.dS_ENSG00000163468" 0.270556055258132 0.5060445490034 0.00992643611565396 1.91583178867831e-09 57 0.114821609216615 0.0987274566569167 0.0636021259851934
"51" "dN.dS_ENSG00000163793" 0.657083019808863 0.237389930181349 1.95576909622512e-09 0.000498940897382646 60 0.46531668946313 0.456098011695253 0.058546111750777
"52" "dN.dS_ENSG00000164031" -0.0198131718045147 0.706134771475324 0.865534902671615 7.06148436717541e-12 56 0.000535787677307303 -0.0179728088471871 0.0721561362389665
"53" "dN.dS_ENSG00000164070" 0.489215491331244 0.354769598581137 4.78989852953517e-07 1.94009188026844e-07 61 0.351521532298754 0.340530371829241 0.0552876945277301
"54" "dN.dS_ENSG00000165868" 0.358361634973261 0.444903465690359 0.000380554678592762 5.92449976606931e-09 68 0.175290357196472 0.162794756547933 0.0642047880811697
"55" "dN.dS_ENSG00000166226" 0.270421585031095 0.506122767272299 0.0237336832579414 1.13521211295475e-07 47 0.108546058801924 0.0887359712197443 0.0634763592666463
"56" "dN.dS_ENSG00000166598" 0.433028928102831 0.393776040095843 2.99895872658519e-05 2.09354954998847e-07 54 0.286886474283032 0.273172752634629 0.0561544084571012
"57" "dN.dS_ENSG00000168259" 0.41359338394415 0.407032488568899 6.58113561733983e-05 1.06840900039156e-07 57 0.253360197029161 0.239784927884237 0.0594388838288578
"58" "dN.dS_ENSG00000168724" 0.617395775591477 0.265108868874073 1.78397961824631e-08 0.000154078665316954 57 0.441037183871868 0.43087422357863 0.0582570653063682
"59" "dN.dS_ENSG00000169271" 0.419804479609374 0.401368023360647 0.000327872147355348 2.14774420292362e-06 64 0.189241621815629 0.176164873780398 0.07112755825549
"60" "dN.dS_ENSG00000170464" 0.451568409295286 0.379406622142784 7.97337019858856e-05 3.40014256468684e-06 65 0.220407767385021 0.208033287502243 0.0699090802109989
"61" "dN.dS_ENSG00000170606" 0.40051418705749 0.416234289988524 1.68308237931681e-05 2.11689500671773e-09 68 0.246222752224838 0.234801884834305 0.0581984852438116
"62" "dN.dS_ENSG00000170946" 0.295198519460875 0.487021246694428 0.0231234857830521 9.43462833843193e-07 55 0.0935853870223331 0.0764832245133206 0.0808590836179448
"63" "dN.dS_ENSG00000172404" 0.610259900177104 0.269239516090326 4.45330668903017e-05 0.0058151577035067 40 0.358671570173489 0.341794506230686 0.0672901414722014
"64" "dN.dS_ENSG00000173641" 0.66685608109898 0.23010530543048 1.63084256330669e-06 0.00813176307521945 42 0.440970098781927 0.426994351251475 0.0635997752125922
"65" "dN.dS_ENSG00000177692" 0.541389625779854 0.316985261529234 1.50150326567946e-05 0.00019209037314599 56 0.29537402922566 0.282325400137246 0.0691510700926815
"66" "dN.dS_ENSG00000178401" 0.483906422538384 0.3579301334999 2.63716631178089e-06 7.74453325429728e-07 63 0.305518307844935 0.294133362071901 0.0609823428616062
"67" "dN.dS_ENSG00000178950" -0.000179468119645016 0.693031361469725 0.998869992655644 6.46303520936924e-10 45 4.71914927180683e-08 -0.0232557656645191 0.0690301134746766
"68" "dN.dS_ENSG00000179941" 0.610279377881229 0.270685394810888 3.10368275574858e-11 3.2877770975492e-06 67 0.495183913374774 0.487417512042078 0.0513108555721725
"69" "dN.dS_ENSG00000181004" -0.552377752000395 1.07119937072095 0.000692307024222006 2.15369829387738e-13 49 0.219213232810976 0.202600748402699 0.0852477253119468
"70" "dN.dS_ENSG00000187522" 0.532336818008146 0.324702581383713 3.93079042914705e-08 7.85933515989323e-07 64 0.387745080983041 0.377870001644058 0.0553987264463998
"71" "dN.dS_ENSG00000187726" 0.435616619787793 0.390931179389372 6.7439935986558e-05 7.22428407417373e-07 65 0.224347386155311 0.212035439903808 0.066110173303904
"72" "dN.dS_ENSG00000204390" 0.510337336108294 0.33978181284894 1.95591066112305e-06 4.46582776905055e-06 56 0.344908431036354 0.332777105685175 0.0580844702415377
"73" "dN.dS_ENSG00000213551" 0.302753946285089 0.482298046377126 0.0118753387528443 1.48835738584985e-07 63 0.0993214485735594 0.0845562264190276 0.074842277795059
