"genes" "slopes" "intercept" "p_val_slope" "p_val_intercept" "number_of_species"
"46" "dN.dS_ENSG00000151553" 6.43045311919247e-06 0.0663766933207827 0.00754981509272445 5.36004516158001e-10 63
"47" "dN.dS_ENSG00000082701" 4.52589177102369e-05 -0.0247583036343075 1.84435619316817e-07 0.3954310088272 55
"48" "dN.dS_ENSG00000127663" 6.99731174071841e-06 0.0239757701725998 0.00104710837122232 0.0167940580524481 28
"49" "dN.dS_ENSG00000108406" 4.28136081988089e-06 0.0499625449220162 0.273848126554208 0.000823530307396181 57
"50" "dN.dS_ENSG00000161057" 3.1682020936277e-05 -0.0250622494475289 0.000753311109388691 0.30675075947556 19
"51" "dN.dS_ENSG00000089157" 5.45947658175062e-06 0.116656697656232 0.821612303152566 0.204675515321711 19
"52" "dN.dS_ENSG00000169967" 7.81478297311117e-06 0.0394055034096504 0.0597493031503804 0.0151006279396 62
"53" "dN.dS_ENSG00000184708" 1.42120066744866e-05 0.107178051004565 0.0107393064571388 2.59472188148559e-06 62
"54" "dN.dS_ENSG00000132680" 9.52075684860776e-06 0.0524332110036507 0.0482777304045563 0.00290452610618016 53
"55" "dN.dS_ENSG00000121879" 3.63448657495296e-05 -0.0434193619093671 0.000484142055509813 0.241952038533352 53
"56" "dN.dS_ENSG00000108848" 4.57676618718746e-06 0.0380863020569375 0.111536594687166 0.00110423975570902 58
"57" "dN.dS_ENSG00000166233" 2.86151670322573e-05 0.0161977390059105 0.0196084558278026 0.655167067094394 42
"58" "dN.dS_ENSG00000066382" 1.6717874250026e-05 0.0268606651717227 0.26690701155206 0.520589256940689 31
"59" "dN.dS_ENSG00000198791" 1.6562299234778e-06 0.0044408622775809 0.00450102820504772 0.000470023178108616 12
"60" "dN.dS_ENSG00000176986" 1.24893691775949e-05 0.124742454607485 0.003087090169034 8.7555647842513e-10 35
"61" "dN.dS_ENSG00000141646" -2.77582509041105e-06 0.0500725542685268 0.471376354349477 9.23979071206976e-05 49
"62" "dN.dS_ENSG00000175931" 1.10340636540912e-05 0.0251665503818841 0.00213003888057048 0.0605264919207607 59
"63" "dN.dS_ENSG00000158545" 1.35342297363785e-05 0.0699242314135052 7.14317041776517e-06 1.90559697734702e-08 61
"64" "dN.dS_ENSG00000110171" 2.39433826800378e-05 -0.0270673564196781 3.15590156334177e-06 0.13333009047046 62
"65" "dN.dS_ENSG00000157540" 4.70056453049797e-06 0.0121416346583697 0.00132659141605691 0.0120902301983984 57
"66" "dN.dS_ENSG00000170873" 1.54289325100517e-05 0.0160589277380315 0.000178904856564351 0.290396622289784 63
"67" "dN.dS_ENSG00000141456" 5.74898406076706e-06 0.152185450946826 0.183180030003748 1.80546576435767e-13 65
"68" "dN.dS_ENSG00000108061" 1.94582192873221e-06 0.0443277521099174 0.729765822140673 0.0193017372560796 52
"69" "dN.dS_ENSG00000114209" 9.46705729098227e-06 0.020762565751534 0.0600467668702279 0.207960969597631 50
"70" "dN.dS_ENSG00000183431" 1.36522735734105e-05 0.00175461614777552 0.000795179196474915 0.893695655507019 49
"71" "dN.dS_ENSG00000162923" 2.22073447992309e-05 0.0175368155024165 0.00277143449840698 0.466759646951948 48
"72" "dN.dS_ENSG00000147421" 2.19691704914888e-05 0.0228680129846796 0.0118194024253289 0.471382367234608 42
"73" "dN.dS_ENSG00000009335" 1.19217952365643e-05 0.0476006913165795 0.00652639480372261 0.00539464438583309 64
"74" "dN.dS_ENSG00000122482" 1.25325827794535e-05 0.127920556835458 0.00095291384621265 1.87773907915874e-13 67
"75" "dN.dS_ENSG00000159720" 6.6451132271671e-06 0.00165158645167117 0.0373816282868091 0.881856430850759 28
"76" "dN.dS_ENSG00000156983" 5.20625142921641e-06 0.00827655721610643 9.67684264145984e-05 0.0841907963863892 68
"77" "dN.dS_ENSG00000100603" 1.27472819748658e-05 0.151497335623492 0.0257101920210911 1.4590205925859e-08 56
"78" "dN.dS_ENSG00000135624" 5.37635196603914e-06 0.0544459527093642 0.380728904853756 0.0299255878905669 47
"79" "dN.dS_ENSG00000112640" 3.4158326500387e-06 0.015953661492095 0.00842281759925262 0.000552409627754279 59
"80" "dN.dS_ENSG00000160216" -4.42630382377952e-07 0.0493418729900724 0.802930834690667 6.08691564944289e-09 46
"81" "dN.dS_ENSG00000114742" 3.83588745276889e-05 -0.0470157492174898 4.22251868356018e-06 0.109404632287389 52
"82" "dN.dS_ENSG00000101191" -6.15660971636566e-07 0.176444063329979 0.694189333856218 1.7577791701546e-32 54
"83" "dN.dS_ENSG00000126261" 1.78652131482687e-05 0.0320915662983443 0.0122759464552332 0.185687026077169 51
"84" "dN.dS_ENSG00000068831" 3.93304742000179e-06 0.0186011513323463 0.0418027168375314 0.0102643303239162 57
"85" "dN.dS_ENSG00000177380" 5.27522264985882e-06 0.0112908232274516 0.00803736117660678 0.154135004346321 53
"86" "dN.dS_ENSG00000138207" -1.37769488463901e-06 0.0873878274835427 0.614202062037734 6.71343389862571e-14 64
"87" "dN.dS_ENSG00000005007" 1.83716436633822e-05 -0.0243928017517491 1.52517714061678e-05 0.0922972446543099 49
"88" "dN.dS_ENSG00000136709" 3.84823876180878e-06 0.0519474000682814 0.189570152658409 2.34995001632462e-05 64
"89" "dN.dS_ENSG00000065243" 9.65747078807155e-06 0.0703935006033496 0.000355616168463561 1.88431537976533e-09 59
"90" "dN.dS_ENSG00000174437" 1.5836918106849e-05 0.00682202631647073 0.000310850339599908 0.668420468313224 64
"91" "dN.dS_ENSG00000176208" 2.75226142617476e-05 0.274666729753215 9.66290578711667e-07 1.79473584326598e-21 62
"92" "dN.dS_ENSG00000107882" 1.86930823365186e-05 0.0106976111671299 0.00018828312924635 0.535367070161865 63
"93" "dN.dS_ENSG00000174243" 6.54556636683674e-06 0.00418271975174524 0.070712781178086 0.726645576106772 59
"94" "dN.dS_ENSG00000152127" 6.61516512577848e-07 0.0378207967608103 0.780352925946865 4.21797188868831e-05 60
"95" "dN.dS_ENSG00000087087" 4.27232397789924e-06 0.00860559860275199 0.0219187143079124 0.226048215129988 61
"96" "dN.dS_ENSG00000137075" 3.53137624896349e-05 0.0630014935763394 0.00402060030330949 0.140443390045737 52
"97" "dN.dS_ENSG00000139842" 8.79719728195855e-06 0.0224734476801188 0.0204907237398784 0.131877359648584 49
"98" "dN.dS_ENSG00000120616" 3.60603321613915e-06 0.0984769341380443 0.476752268777914 1.62687319411425e-06 61
"99" "dN.dS_ENSG00000080815" 4.51132186287152e-06 0.100923296335156 0.214392217512511 3.35457998385223e-11 55
"100" "dN.dS_ENSG00000096746" 3.69885444072759e-06 0.0530849696089405 0.672985298721049 0.0883834016718231 30
"101" "dN.dS_ENSG00000136504" 1.25766332629415e-06 0.0233223260614358 0.617138700302317 0.00386986772961289 46
"102" "dN.dS_ENSG00000174444" 2.49517773889812e-06 0.065922278554574 0.452489832868915 2.57089129329776e-06 45
"103" "dN.dS_ENSG00000072364" 5.14338151348543e-06 0.100896857496784 0.0576820880398056 4.22240558003326e-14 59
"104" "dN.dS_ENSG00000108001" 1.98066892434382e-05 0.00772123045467191 0.00542087000792342 0.759551196863652 62
"105" "dN.dS_ENSG00000078900" 5.33127907992588e-06 0.0292566717546368 0.101499340735078 0.0534666777177266 42
"106" "dN.dS_ENSG00000197122" 1.1368992322746e-06 0.0124096283288832 0.316730370956828 0.00275633530917766 61
"107" "dN.dS_ENSG00000162337" 2.94392468747841e-05 -0.0802174684797727 0.00906104230218226 0.112280982051265 12
"108" "dN.dS_ENSG00000073464" 4.78675457399733e-06 0.00689730539974292 0.220716766088466 0.570709470947879 51
"109" "dN.dS_ENSG00000154380" 9.51082319987423e-06 0.13864525551514 0.100554287528992 6.69188753902545e-08 59
"110" "dN.dS_ENSG00000096384" 3.92257236697994e-06 0.00509998534189135 0.0509996719883118 0.495501979732908 47
"111" "dN.dS_ENSG00000100883" 6.81897580265177e-05 -0.0411141295641466 2.2900885147104e-08 0.191174812072006 33
"112" "dN.dS_ENSG00000065559" 7.14457211189351e-06 0.11024328106264 0.425401288160003 0.00155571646405617 43
"113" "dN.dS_ENSG00000168439" 1.11605281335909e-05 0.0317465237789517 0.00311443008618043 0.0178652252036568 46
"114" "dN.dS_ENSG00000145632" 1.39312808915609e-06 0.0315477932387575 0.250680486483395 5.22246257781688e-10 57
"115" "dN.dS_ENSG00000090372" 1.50246527424229e-06 0.0506090049041687 0.542677815908406 2.75294298662167e-06 54
"116" "dN.dS_ENSG00000125304" 1.3640085862069e-05 0.0587925192790409 1.30490589506622e-05 2.22371883453027e-07 63
"117" "dN.dS_ENSG00000131876" 6.78818672969188e-06 0.0512049881129759 0.39232502358552 0.0295768897077423 31
"118" "dN.dS_ENSG00000186260" 9.56458146133122e-07 0.166636040490664 0.677936105304188 1.590093401114e-28 63
"119" "dN.dS_ENSG00000198720" 6.62817533668835e-06 0.0304732717811174 0.0185220751008221 0.00481200237427128 59
"120" "dN.dS_ENSG00000196419" -3.83383101263814e-07 0.184977802203027 0.934997945884415 7.50301349297261e-16 55
"121" "dN.dS_ENSG00000142208" 1.04725087972666e-05 -0.00252167342119699 0.00093831477201528 0.826221278054545 36
"122" "dN.dS_ENSG00000164076" 1.37761692230318e-05 0.0697672180569706 9.49054332692477e-06 1.63216953022493e-08 61
"123" "dN.dS_ENSG00000071243" 9.15444336235562e-06 0.0177008123106512 0.00590483764852809 0.106360295685404 56
"124" "dN.dS_ENSG00000109971" 1.50185017857102e-06 0.0228376386080201 0.79234009797134 0.107133661101354 21
"125" "dN.dS_ENSG00000116106" 5.8171205083755e-06 0.0185479812828595 0.108415346282724 0.158448502603748 58
"126" "dN.dS_ENSG00000197170" -1.50909285937871e-06 0.0255814911695115 0.51402298578099 0.000663639315391356 45
"127" "dN.dS_ENSG00000124702" 8.17205781967713e-06 0.0644280072528657 0.0984329592573912 0.00123164408795192 64
"128" "dN.dS_ENSG00000156261" 1.1475835214571e-05 0.0331261652322848 0.00175738974351125 0.0161038528393297 60
"129" "dN.dS_ENSG00000054965" 4.51498331174254e-06 0.0524304416963804 0.686189996992424 0.184263883872641 35
"130" "dN.dS_ENSG00000156642" 1.43331328318398e-05 0.111671608907569 0.0284834994807504 3.17740188674655e-06 55
"131" "dN.dS_ENSG00000129083" 5.32279627887413e-06 0.0124210818616717 0.0186800223988725 0.145549137749409 64
"132" "dN.dS_ENSG00000094631" 7.70112598592325e-06 0.259407256770924 0.10087546181665 1.74687820958189e-20 54
"133" "dN.dS_ENSG00000138668" 2.2543619433936e-05 0.159996050388941 0.0129706273563567 4.44444347869407e-06 49
"134" "dN.dS_ENSG00000077147" 2.67728960302056e-05 0.000833970731377523 0.000161220721208919 0.973677854917133 54
"135" "dN.dS_ENSG00000036549" 1.15774290249437e-05 0.131466566442212 0.000190636089806462 7.73303049006972e-16 55
"136" "dN.dS_ENSG00000100353" 1.05453270619627e-05 -0.00826373968227836 0.000295458879892144 0.35573167157879 45
"137" "dN.dS_ENSG00000124813" 7.59248204647928e-05 0.0330036392934346 4.4032651972104e-07 0.493527311082272 47
"138" "dN.dS_ENSG00000070808" 2.15781214862633e-05 -0.0198349317499616 0.00010744757162972 0.14736771934727 39
"139" "dN.dS_ENSG00000107758" 2.19386638625529e-05 0.00790792419800641 1.28679735462963e-05 0.636922682989088 53
"140" "dN.dS_ENSG00000142459" 2.60120416369447e-06 0.00634087059120381 0.311634634232815 0.541664072946072 33
"141" "dN.dS_ENSG00000116560" 2.62001617503775e-06 0.0754138366839838 0.706079039864544 0.00356819011612345 42
"142" "dN.dS_ENSG00000198730" 8.39537186260041e-06 0.016534293457316 0.00015591399140627 0.0417807562816985 66
"143" "dN.dS_ENSG00000101138" 1.20254569927903e-06 0.00663733118610101 0.563717518790029 0.280566754469693 42
"144" "dN.dS_ENSG00000165916" 1.52120013014959e-06 0.0120533036029182 0.115855470916596 0.00233260874984665 47
"145" "dN.dS_ENSG00000133216" 8.9001749897345e-06 0.0160105787664843 0.000549122461579993 0.092239088348581 62
"146" "dN.dS_ENSG00000137815" 5.69086104724173e-06 0.0134494918670514 0.0381257322519948 0.144579056702023 47
"147" "dN.dS_ENSG00000114554" 1.31719214627813e-06 0.0183150193078655 0.204100174115468 5.10045676809408e-05 48
"148" "dN.dS_ENSG00000169710" 1.00422321824834e-06 0.120320842443301 0.651636034306353 1.1147887067275e-10 25
"149" "dN.dS_ENSG00000083307" 1.08076992144049e-06 0.0541230349421408 0.654166793374709 1.60890494503253e-08 57
"150" "dN.dS_ENSG00000047056" 5.99876303422539e-06 0.0325459440071525 0.0233906557375503 0.0021132530317667 60
"151" "dN.dS_ENSG00000153046" 1.18027445137443e-05 0.0471831534216012 0.00681983793893982 0.00624777906474587 56
"152" "dN.dS_ENSG00000132485" 3.55921173281542e-05 0.0300662198367727 0.000298915570855582 0.352847761232008 52
"153" "dN.dS_ENSG00000183814" 4.1190978333665e-05 0.0217872931324129 6.78858240086125e-05 0.567731415390292 57
"154" "dN.dS_ENSG00000115875" 1.28112480049385e-05 0.0433238315925574 0.191788920319318 0.155689886039176 43
"155" "dN.dS_ENSG00000102974" 7.2559297258673e-06 0.00657828833845169 0.0077130808641825 0.451853184700815 62
"156" "dN.dS_ENSG00000124571" 5.24616451531879e-06 0.111644532226646 0.258504944316616 4.98483465250461e-08 60
"157" "dN.dS_ENSG00000118454" 1.17828256450442e-06 0.11557983875419 0.812791205246346 9.40176641878362e-08 65
"158" "dN.dS_ENSG00000149136" -1.98727888164746e-07 0.0262921061124255 0.948573308762227 0.0175722976701751 58
"159" "dN.dS_ENSG00000163634" 1.32695371123371e-05 0.031409484886076 0.005656431458201 0.0649248140339543 48
"160" "dN.dS_ENSG00000102226" 1.07795891505078e-05 0.124431055479948 0.00246611065493805 2.02575132678329e-12 57
"161" "dN.dS_ENSG00000148400" -1.40852248579125e-06 0.0416589174324014 0.352191494472136 7.34862463504093e-07 32
"162" "dN.dS_ENSG00000139687" 3.03494447720889e-06 0.102324818443939 0.196971708960041 7.26792763955514e-18 64
"163" "dN.dS_ENSG00000109111" 6.84570521902537e-06 0.0095645844989281 0.0112354866250874 0.339833151727184 65
"164" "dN.dS_ENSG00000108262" 1.49308254652803e-05 0.00776424330643798 8.48108351500857e-05 0.569977857240453 62
"165" "dN.dS_ENSG00000082641" 2.41658038532858e-06 0.0482032282417952 0.213806494042364 5.53821332929317e-09 62
"166" "dN.dS_ENSG00000091622" 2.31238218482956e-06 0.046402299046259 0.152223181176478 3.13563044877579e-10 63
"167" "dN.dS_ENSG00000147548" 1.44903227877355e-05 0.0700272150688955 0.000103629717929289 5.1572200938837e-06 55
"168" "dN.dS_ENSG00000183207" 5.80609237199753e-06 0.00347871058655281 0.0183240803095629 0.691128478428404 38
"169" "dN.dS_ENSG00000131725" 9.56554407694633e-06 0.117475970839582 0.00217627260737135 9.52350651195906e-15 61
"170" "dN.dS_ENSG00000136448" 8.37767408813835e-06 0.0203562108160337 0.000277345841666343 0.00752433407275973 56
"171" "dN.dS_ENSG00000067842" 6.15552130040838e-06 0.0122415063288114 0.000106114149178316 0.0198802629535855 60
"172" "dN.dS_ENSG00000154727" -4.63216689576727e-07 0.028384075034475 0.755934452370949 9.91895190188864e-08 55
"173" "dN.dS_ENSG00000115935" 1.44503780999063e-05 0.14675342615076 0.00397130062219197 3.04745652570954e-09 45
"174" "dN.dS_ENSG00000126583" 1.27562546699711e-05 0.0031052627200895 2.7424455799642e-05 0.775907497056064 62
"175" "dN.dS_ENSG00000196961" 3.73819178542701e-06 0.0120580773596979 0.112425969334177 0.162076666859628 61
"176" "dN.dS_ENSG00000171843" 1.11556677638557e-05 0.0279403302551634 0.0067612539645784 0.0665918827277801 45
"177" "dN.dS_ENSG00000142230" 8.64683291892428e-06 0.0833337081438065 0.213728578981325 0.000686426518014424 47
"178" "dN.dS_ENSG00000110048" 9.98858541462586e-06 0.0306917502931032 0.00310181906618111 0.0176398627720602 60
"179" "dN.dS_ENSG00000151612" 4.83655384381526e-06 0.0797124364839598 0.047350158468727 3.12603385664142e-12 60
"180" "dN.dS_ENSG00000168522" 1.13410052607081e-05 0.0950885513380991 0.0343692185996153 1.14124777955841e-05 54
"181" "dN.dS_ENSG00000095787" 4.60383224273844e-05 0.0215003610359799 7.77578532732504e-06 0.568031355536661 55
"182" "dN.dS_ENSG00000196323" 8.05063826031084e-06 0.0632114649180878 0.0274762169027336 2.76246033336353e-05 55
"183" "dN.dS_ENSG00000170144" 2.57345508691325e-05 0.119468176526197 0.246273936686943 0.16567770503187 24
"184" "dN.dS_ENSG00000143376" 1.31285154845147e-05 0.0366151732461365 0.0398687624196205 0.103503061666909 61
"185" "dN.dS_ENSG00000176444" 1.56901267421524e-05 0.0250961904134344 0.00862774912074701 0.192146521074943 62
"186" "dN.dS_ENSG00000135040" 7.41821844913848e-06 0.0183846964582479 0.0438438142290038 0.145103683531695 57
"187" "dN.dS_ENSG00000173039" 3.11386494060314e-06 0.107216224205265 0.330553960117289 1.30196021127623e-11 56
"188" "dN.dS_ENSG00000087095" 1.70670845893206e-05 0.0302369508658199 0.0617093319977797 0.292813425348256 34
"189" "dN.dS_ENSG00000106615" 1.42831206525384e-05 0.0291627794840728 0.0175757941256604 0.183845142952023 49
"190" "dN.dS_ENSG00000122299" 1.54636516501327e-06 0.11058954263908 0.666003989426776 2.69776353351184e-11 64
"191" "dN.dS_ENSG00000159352" 3.41217498768504e-05 -0.0206448636054646 7.67108231870137e-05 0.493333248599079 47
"192" "dN.dS_ENSG00000162706" 1.20111197004364e-05 0.0550075141478699 0.00262428461726514 0.000175971417066309 66
"193" "dN.dS_ENSG00000133422" -1.33867379030384e-06 0.107741117422519 0.638740355574828 3.38668501960694e-12 54
"194" "dN.dS_ENSG00000198853" 2.36299494067202e-05 0.129822147875152 5.42614612812536e-14 7.23272099927162e-20 59
"195" "dN.dS_ENSG00000166477" 8.01168173159821e-06 0.0293850554063966 0.00114086225664374 0.00148348217541059 56
"196" "dN.dS_ENSG00000136261" 5.99081528432541e-05 -0.0731131851598584 0.000251687090195476 0.140522440783302 39
"197" "dN.dS_ENSG00000163466" 4.54283188059419e-05 0.021974272302481 0.000325665105457793 0.623846939882709 41
"198" "dN.dS_ENSG00000087258" 6.20565838803598e-06 0.0282767782683698 0.00479521998081774 0.000580810660445408 54
"199" "dN.dS_ENSG00000122515" 2.5396811032125e-06 0.0944604457626914 0.254688655528687 3.4093564122934e-16 61
"200" "dN.dS_ENSG00000145431" 1.19603491590902e-05 0.111010130718896 0.0574104283510889 1.44663042275052e-05 65
"201" "dN.dS_ENSG00000196700" 3.62958993130291e-06 0.0914004354812886 0.0625209040936483 1.11730346273903e-17 61
"202" "dN.dS_ENSG00000168036" -8.69755706896018e-07 0.00883639501469729 0.534272518148273 0.0360678665983585 36
"203" "dN.dS_ENSG00000068366" 1.66050673218437e-05 0.0161198904707164 4.84660388210359e-09 0.0903854198537982 59
"204" "dN.dS_ENSG00000100614" 1.7947477099087e-05 0.120717170512008 0.0825722028535222 0.00127198579872623 52
"205" "dN.dS_ENSG00000011304" 4.28206446052397e-06 0.00874343990106197 0.131595144560853 0.394029769137089 33
"206" "dN.dS_ENSG00000103249" 2.09512544979202e-05 0.000343689118147902 2.84147889786909e-08 0.977417697338635 50
"207" "dN.dS_ENSG00000079432" 1.0768473544424e-05 0.0866722012816043 1.85518565483123e-06 9.95053651385333e-17 59
"208" "dN.dS_ENSG00000126581" 1.50492242495191e-05 0.0175982404542759 0.00555850740052302 0.403077337241933 52
"209" "dN.dS_ENSG00000079805" 7.74865407078768e-06 0.0254266113354288 0.00195522769318668 0.00733516859994215 61
"210" "dN.dS_ENSG00000169032" 1.12274338960432e-05 0.00264832653331589 0.0084907027810065 0.85463712808207 52
"211" "dN.dS_ENSG00000115053" 1.73939127905943e-05 0.115276572193023 0.00150078798045739 4.52072679673145e-06 46
"212" "dN.dS_ENSG00000205339" 1.14202759318638e-05 0.0112999049573404 0.0195067541871253 0.525806777728761 42
"213" "dN.dS_ENSG00000151617" 1.55746612532949e-05 0.047491020557793 9.68894488077291e-07 3.56236097419797e-05 62
"214" "dN.dS_ENSG00000157212" 2.45456783047144e-05 0.0710230282783242 5.46015669721162e-06 0.000478875346513876 53
"215" "dN.dS_ENSG00000162374" 4.65551712219487e-06 0.0398511963670572 0.207542976638246 0.00128004163554929 58
"216" "dN.dS_ENSG00000165494" 1.40700824355513e-06 0.076461756069343 0.194976468970485 9.35447189442785e-27 65
"217" "dN.dS_ENSG00000100664" 1.29409280200553e-05 0.0467068314968417 0.0258204510109931 0.0333228037707958 63
"218" "dN.dS_ENSG00000106723" 7.52223391010189e-06 0.0175839915578344 0.267093136140241 0.415610771242552 28
"219" "dN.dS_ENSG00000179295" 6.6891650781248e-06 0.00267946653227927 8.23860041857052e-06 0.571191920236543 48
"220" "dN.dS_ENSG00000100316" 1.05435253318071e-05 0.00427524950420095 0.00536679098993031 0.72004982032273 37
"221" "dN.dS_ENSG00000062485" 1.08294887940401e-05 0.0851856496639543 0.0297540564280914 0.000128631547204191 53
"222" "dN.dS_ENSG00000161405" 5.09928615037038e-05 0.0205533787980312 2.24690157890285e-05 0.635630695341514 65
"223" "dN.dS_ENSG00000008441" 1.49931113869975e-05 0.0601174698558776 5.5952415423081e-08 2.0619972773838e-08 65
"224" "dN.dS_ENSG00000118260" -1.54964048740629e-07 0.0336787731905202 0.982075001801484 0.0464218199121125 29
"225" "dN.dS_ENSG00000215421" 1.17494634466486e-05 0.233558759635884 0.000222846089634045 3.12251164889527e-27 56
"226" "dN.dS_ENSG00000121022" 1.53361074291661e-05 0.00329316570173734 0.12712156296281 0.887113972762223 25
"227" "dN.dS_ENSG00000198963" 1.61524914792944e-05 0.0205231387826339 1.80769695830737e-09 0.0213009920714861 63
"228" "dN.dS_ENSG00000107105" 3.92296315893798e-05 -0.00372382099874048 9.95083097634192e-07 0.880192526130004 35
"229" "dN.dS_ENSG00000154832" 2.1949619777124e-05 -0.0142236606438744 1.39366722638007e-05 0.421612763138344 61
"230" "dN.dS_ENSG00000141030" 2.29277354036685e-05 -0.00286636239822623 0.00788364470576956 0.91019619970902 34
"231" "dN.dS_ENSG00000136231" 7.08684461661893e-07 0.0566029746683134 0.845789561583891 4.32871635768806e-05 57
