"genes" "slopes" "intercept" "p_val_slope" "p_val_intercept" "number_of_species" "R_sq" "R_sq_adj" "residual_std_err"
"55" "dN.dS_ENSG00000166226" 1.41074505973776e-05 0.0118999761541411 0.0066043913768251 0.463435164729071 47 0.152742793689648 0.13391485577164 0.0648396554383016
"56" "dN.dS_ENSG00000166598" 2.64028645677448e-05 -0.0241872002978283 2.77014551883919e-06 0.192771174640632 54 0.347161687689069 0.334607104760013 0.0781819573394717
"57" "dN.dS_ENSG00000168259" 2.44858097515871e-05 -0.00471425796930102 1.35225476614647e-05 0.81255047586448 57 0.293428188566255 0.280581428358368 0.0830519205352175
"58" "dN.dS_ENSG00000168724" 4.21659055216767e-05 0.0929346496370523 1.39521859207160e-09 0.000121222776374384 57 0.489606065886788 0.480326176175639 0.0960831497268056
"59" "dN.dS_ENSG00000169271" 1.82428614675891e-05 0.151918148701152 0.00326668510048195 1.66794523875482e-09 64 0.131222271230344 0.11720972721793 0.0978834213407263
"60" "dN.dS_ENSG00000170464" 1.99221461590898e-05 0.0836879073492448 0.000110042324860045 2.5820366257499e-05 65 0.212783246181848 0.200287742152988 0.0851126665154263
"61" "dN.dS_ENSG00000170606" 2.25205582317445e-05 0.0114351389407337 1.03711321491139e-06 0.484716487253172 68 0.305212377251942 0.29468529205879 0.0752068955874356
"62" "dN.dS_ENSG00000170946" 1.6042948091978e-05 0.217543344181196 0.0752638865763718 2.32282750623718e-10 55 0.0584869785085858 0.0407225818766723 0.103651597525868
"63" "dN.dS_ENSG00000172404" 1.98590337197128e-05 0.298188515995922 2.33179684977269e-05 7.70238223502867e-20 40 0.37933315587339 0.362999817870058 0.0674807885858326
"64" "dN.dS_ENSG00000173641" 3.7418794378277e-05 0.139816348796023 1.16001031966613e-06 1.19377626299245e-05 42 0.450155044787066 0.436408920906743 0.0891784181987307
"65" "dN.dS_ENSG00000177692" 1.97856695245725e-05 0.192549685886682 2.15555543991142e-05 5.27062261864961e-17 56 0.286246591522233 0.273028935809681 0.0688472745567748
"66" "dN.dS_ENSG00000178401" 2.67199622752813e-05 0.199591462324998 8.3410899166692e-06 5.60317909970923e-13 63 0.279742797156034 0.267935302027445 0.0967520062680323
"67" "dN.dS_ENSG00000178950" 2.32649038534016e-06 0.107189481543215 0.459666664447036 2.52168222124078e-10 45 0.0127802536371535 -0.0101783451154709 0.0493888021395846
"68" "dN.dS_ENSG00000179941" 6.67375542367144e-05 0.308710728279649 4.6955286261723e-11 1.42209730178293e-13 67 0.488808026332638 0.480943534430064 0.151337672084864
"69" "dN.dS_ENSG00000181004" -9.26553323508776e-06 0.410010819656225 0.00139443111034272 4.6662858410866e-37 49 0.19714542900462 0.180063416855782 0.044323303549274
"70" "dN.dS_ENSG00000187522" 4.23091268478994e-05 0.0382102114366142 6.96949644602148e-08 0.16245939722696 64 0.376600790046221 0.366545964079225 0.122706214550741
"71" "dN.dS_ENSG00000187726" 1.4436952307259e-05 0.0744523835368123 0.000118779958300858 4.32067685042269e-07 65 0.210966374827414 0.198442031570706 0.0614094662936284
"72" "dN.dS_ENSG00000204390" 9.91701780358728e-06 0.0257088048343779 1.77535451902012e-05 0.00381106737475143 56 0.291157744148541 0.278031035706847 0.0350667542877401
"73" "dN.dS_ENSG00000213551" 1.48018771666325e-05 0.124766030111104 0.0141980689129965 4.23197821710672e-07 63 0.0946050099287528 0.0797624691079126 0.0996897090945184
