"genes" "slopes" "intercept" "p_val_slope" "p_val_intercept" "number_of_species" "R_sq" "R_sq_adj" "residual_std_err"
"15" "dN.dS_ENSG00000121274" 0.611525623273062 4.1365279501357e-17 0.000156229261045383 1 33 0.373963587919507 0.353768864949168 0.80388502601481
"16" "dN.dS_ENSG00000198822" 0.525858480156557 2.41995081138267e-16 0.000830002207838458 0.999999999999999 37 0.276527141152564 0.255856488042637 0.86263753219841
"17" "dN.dS_ENSG00000100505" 0.563666012144668 -5.24318040175236e-17 0.000280352410213115 1 37 0.317719373247073 0.298225641054132 0.837719737708184
"18" "dN.dS_ENSG00000138757" 0.0869365418379713 9.8820142219645e-17 0.653846593334107 1 29 0.00755796230674534 -0.0291991502004123 1.01449452940881
"19" "dN.dS_ENSG00000155545" 0.183124216842692 -8.56087122243649e-17 0.285051101530085 1 36 0.0335344787942491 0.00510902228819765 0.997442217730833
"20" "dN.dS_ENSG00000104885" 0.10981377275014 4.46907941803736e-17 0.523758683032674 1 36 0.0120590646856194 -0.0169980216471564 1.00846319796369
"21" "dN.dS_ENSG00000094880" 0.239824051316204 -2.59156685617056e-17 0.146988480598046 1 38 0.0575155755897174 0.0313354526894319 0.984207573284502
"22" "dN.dS_ENSG00000157193" 0.707196229308284 -4.20959023930162e-17 2.03883711979689e-06 1 35 0.500126506747855 0.484978825134153 0.717649757796829
"23" "dN.dS_ENSG00000155096" 0.127631006156548 3.38823965755259e-16 0.479059005746568 0.999999999999998 33 0.0162896737325329 -0.0154429174373854 1.00769187623866
"24" "dN.dS_ENSG00000105705" 0.149096819328836 -9.05679404800689e-17 0.385462678217287 1 36 0.0222298615339756 -0.006528083715025 1.00325873218977
"25" "dN.dS_ENSG00000173889" 0.236322280959052 2.92614473542153e-17 0.153162722834765 1 38 0.0558482204776893 0.0296217821576252 0.98507777248417
"26" "dN.dS_ENSG00000149930" 0.550591384950947 -3.60203913653573e-17 0.000341322512399824 1 38 0.303150873182201 0.283793952992818 0.846289576331401
"27" "dN.dS_ENSG00000163462" 0.256140600267547 -1.28211990468777e-16 0.125961642022203 0.999999999999999 37 0.0656080071054192 0.0389110930227169 0.980351420143452
"28" "dN.dS_ENSG00000130826" -0.167198732685678 -7.68638887511183e-17 0.360375303012917 1 32 0.0279554162116968 -0.00444606991458008 1.00222056949285
"29" "dN.dS_ENSG00000102230" 0.525450726626718 2.20263975905528e-16 0.00118966274267109 0.999999999999999 35 0.276098466112546 0.254162055994745 0.863619096595979
"30" "dN.dS_ENSG00000153201" 0.708807138436467 -8.99346158332751e-17 5.6202365685212e-06 0.999999999999999 32 0.502407559498492 0.485821144815109 0.717062657781655
"31" "dN.dS_ENSG00000148835" 0.266128319673545 -3.86530043429585e-17 0.134396073943667 1 33 0.0708242825322645 0.0408508722913699 0.979361591910072
"32" "dN.dS_ENSG00000097007" 0.0685532650803164 -7.58383230021189e-17 0.691167375082559 1 36 0.00469955015317213 -0.0245739924893815 1.01221242458754
"33" "dN.dS_ENSG00000189221" 0.0508087050581877 2.44399059477002e-16 0.765212771544531 0.999999999999999 37 0.00258152450968991 -0.0259161462186046 1.01287518787786
"34" "dN.dS_ENSG00000184863" 0.521901047670622 -1.46327945351673e-16 0.00309597900384666 0.999999999999999 30 0.272380703559693 0.246394300115396 0.868104659522459
"35" "dN.dS_ENSG00000145604" 0.590104507370125 1.33518530345725e-16 0.000190657218742056 0.999999999999999 35 0.348223329618538 0.32847252142516 0.819467802036688
"36" "dN.dS_ENSG00000151553" 0.450879143792417 2.43612648268201e-17 0.00449810353119463 1 38 0.203292002306983 0.181161224593288 0.904897107635289
"37" "dN.dS_ENSG00000082701" 0.683140144870096 1.28453758905591e-17 3.18065843257751e-05 1 30 0.466680457533135 0.447633331016462 0.743213743806947
"38" "dN.dS_ENSG00000108406" 0.231924451428452 -5.65821579995629e-17 0.194038174060372 1 33 0.0537889511703883 0.0232660141113686 0.988298530753047
"39" "dN.dS_ENSG00000169967" 0.422949239090655 -1.18196330916446e-16 0.00910531222947699 0.999999999999999 37 0.178886058847364 0.155425660528717 0.919007257572694
"40" "dN.dS_ENSG00000184708" 0.587386371730405 -1.4229590241608e-17 0.000105763739840229 1 38 0.345022749694609 0.326828937186126 0.820470025542599
"41" "dN.dS_ENSG00000132680" 0.420674387936108 4.96078492565683e-17 0.0165094026697654 1 32 0.176966940665419 0.149532505354266 0.922207945447085
"42" "dN.dS_ENSG00000121879" 0.269720505284419 -8.10954363504371e-17 0.165125234549519 1 28 0.0727491509708825 0.0370856567774549 0.981281989655647
"43" "dN.dS_ENSG00000108848" 0.412128868709295 1.74524541061932e-16 0.0171617860855556 0.999999999999999 33 0.169850204423603 0.143071178759849 0.925704499956736
"44" "dN.dS_ENSG00000175931" -0.0489078138429132 8.01127514812874e-17 0.780243818382766 1 35 0.00239197425489306 -0.0278385719798071 1.01382373812207
"45" "dN.dS_ENSG00000158545" 0.555373621803238 1.02174916281952e-16 0.00053393867622395 0.999999999999999 35 0.308439859794846 0.287483491909842 0.844106929298746
"46" "dN.dS_ENSG00000110171" 0.592620306590877 -1.09656784872935e-17 0.000139976509063265 1 36 0.351198827783865 0.332116440365744 0.817241432891319
"47" "dN.dS_ENSG00000157540" 0.766100223772096 1.21724121600823e-16 2.03390654044728e-07 0.999999999999999 33 0.586909552863656 0.573584054568935 0.653005318072575
"48" "dN.dS_ENSG00000170873" 0.466240661546643 -6.53876830172513e-17 0.00415558712460325 1 36 0.217380354479451 0.194362129611199 0.897573323126752
"49" "dN.dS_ENSG00000141456" 0.211283059906313 1.69941450986182e-17 0.202890075990441 1 38 0.0446405314033747 0.0181027683868018 0.990907277000829
"50" "dN.dS_ENSG00000108061" 0.299783249663795 6.9679233817873e-17 0.0955245494916366 1 32 0.0898699967789852 0.0595323300049513 0.96977712387695
"51" "dN.dS_ENSG00000114209" 0.441405672479015 6.85331350810262e-17 0.0165274737542268 1 29 0.194838967696652 0.165018188722454 0.913773391644529
"52" "dN.dS_ENSG00000183431" 0.495745515892453 -1.05712974689404e-17 0.00624245247112297 1 29 0.245763616527475 0.217828935658122 0.884404355677808
"53" "dN.dS_ENSG00000009335" 0.248256378227253 1.00600783905283e-17 0.132871758919986 1 38 0.0616312293305129 0.0355654301452495 0.982056296683011
"54" "dN.dS_ENSG00000122482" 0.349843146225321 1.5685960392904e-16 0.0290212971254048 0.999999999999999 39 0.122390226960831 0.0986710439057186 0.949383461038942
"55" "dN.dS_ENSG00000156983" 0.390278878737135 3.31342547937203e-17 0.0127856154451945 1 40 0.152317603188315 0.130010171693271 0.932732452693016
"56" "dN.dS_ENSG00000100603" 0.512078834362543 -9.19932131958346e-19 0.00196204700232739 1 34 0.262224732602101 0.239169255495916 0.872256123225331
"57" "dN.dS_ENSG00000112640" 0.317206962172824 -3.6684424268299e-18 0.0594186879247922 1 36 0.100620256850911 0.0741679114641737 0.962201688075752
"58" "dN.dS_ENSG00000160216" -0.0316654301170173 1.24724792979396e-16 0.872914017907198 1 28 0.0010026994644957 -0.0374202736330238 1.01853830248696
"59" "dN.dS_ENSG00000101191" 0.120576915618319 -1.68302897651347e-17 0.518202000373605 1 31 0.0145387925800273 -0.0194426283654892 1.00967451605232
"60" "dN.dS_ENSG00000126261" 0.483601754153174 5.26724998706172e-17 0.0043553786184448 1 33 0.233870656620027 0.209156806833576 0.889293648446014
"61" "dN.dS_ENSG00000068831" 0.134908437356027 1.2658589713135e-18 0.439708482286543 1 35 0.018200286469845 -0.0115512200007657 1.00575902680551
"62" "dN.dS_ENSG00000177380" 0.367760493601992 -1.0130812587088e-16 0.0418091049483366 1 31 0.135247780654381 0.10542873860798 0.945817773882485
"63" "dN.dS_ENSG00000138207" -0.0692522898954087 -5.52330818155175e-18 0.692622994266909 1 35 0.00479587965575774 -0.0253618209607345 1.01260151143514
"64" "dN.dS_ENSG00000005007" 0.566820467353403 2.37851959499294e-17 0.00166108773814908 1 28 0.321285442210731 0.295181036141913 0.839534968811953
"65" "dN.dS_ENSG00000136709" 0.356202605495015 -2.08496555398469e-17 0.0281643839364387 1 38 0.126880296161437 0.102626971054811 0.94729775094486
"66" "dN.dS_ENSG00000065243" 0.4000986956929 -4.44016160362937e-17 0.0156133395799778 1 36 0.16007896629516 0.135375406480312 0.929851920210787
"67" "dN.dS_ENSG00000174437" 0.317825427476479 5.72409814178238e-18 0.0518337962100512 1 38 0.101013002350607 0.0760411413047902 0.961227787101065
"68" "dN.dS_ENSG00000176208" 0.730781272560787 3.41624909932372e-17 4.17968095158642e-07 1 36 0.534041268325563 0.520336599746903 0.692577360482638
"69" "dN.dS_ENSG00000107882" 0.396401978440622 -1.5154484802392e-16 0.0137460434535582 0.999999999999999 38 0.157134528511639 0.133721598748074 0.930740780911595
"70" "dN.dS_ENSG00000174243" 0.338623276012884 -2.28482013499021e-16 0.0501186370103231 0.999999999999999 34 0.114665723057698 0.0869990269032512 0.955510844049793
"71" "dN.dS_ENSG00000152127" 0.277903925456669 1.22192448783231e-16 0.0958346766460447 0.999999999999999 37 0.077230591784226 0.0508657515494897 0.974235212076894
"72" "dN.dS_ENSG00000087087" 0.347316069406433 -6.6129562382123e-18 0.0441594999674609 1 34 0.120628452067934 0.093148091195057 0.952287723749993
"73" "dN.dS_ENSG00000137075" 0.585366937038377 -9.14331070445546e-17 0.000541743859653993 1 31 0.342654450977691 0.31998736308037 0.824628787345937
"74" "dN.dS_ENSG00000139842" 0.0748284448207176 0 0.689106523397028 1 31 0.00559929615428717 -0.0286903832886685 1.01424374944521
"75" "dN.dS_ENSG00000120616" 0.164345391951272 2.86446824063018e-17 0.338160590534786 1 36 0.0270094078556171 -0.00160796250157058 1.00080365831744
"76" "dN.dS_ENSG00000080815" 0.110393148710253 -1.62132983668017e-17 0.576006768241238 1 28 0.0121866472821639 -0.0258061739762145 1.0128208992592
"77" "dN.dS_ENSG00000072364" 0.06223594204697 3.57103700246869e-17 0.726593717032291 1 34 0.00387331248247381 -0.0272556465024489 1.01353620877719
"78" "dN.dS_ENSG00000108001" 0.459625003094217 -4.85005552519133e-17 0.00480025970594449 1 36 0.21125514346936 0.188056765336106 0.901078928098918
"79" "dN.dS_ENSG00000078900" 0.0338473946472316 -2.13807082534185e-17 0.864234359506868 1 28 0.00114564612440544 -0.0372718290246559 1.01846542848771
"80" "dN.dS_ENSG00000197122" 0.217317641432451 -1.0869737160155e-17 0.202958056608172 1 36 0.0472269572777633 0.0192042207271094 0.990351341329374
"81" "dN.dS_ENSG00000073464" 0.356617589107228 -3.75565761212035e-17 0.0575721250004781 1 29 0.127176104860652 0.0948492939295649 0.951394085576758
"82" "dN.dS_ENSG00000154380" 0.193241198343567 4.96799639678025e-17 0.266037096799262 1 35 0.0373421607372576 0.00817071106262912 0.995906265136118
"83" "dN.dS_ENSG00000096384" 0.368519224591026 -9.23214213560483e-18 0.0192923862914854 1 40 0.135806418893171 0.113064482548255 0.941772540187781
"84" "dN.dS_ENSG00000145632" -0.00871603592981115 1.15664224676058e-16 0.961604643399777 1 33 7.59692823297582e-05 -0.0321796446117886 1.01596242283452
"85" "dN.dS_ENSG00000090372" 0.125788685488413 -8.22077454305594e-17 0.492719184312016 1 32 0.015822793396903 -0.016983113489867 1.00845580641388
"86" "dN.dS_ENSG00000125304" 0.536025104572973 9.84072570718844e-17 0.000523295302731135 0.999999999999999 38 0.287322912732466 0.267526326975035 0.855846757909946
"87" "dN.dS_ENSG00000186260" -0.176646699171877 -6.09172634576204e-17 0.295619611517682 1 37 0.0312040563283196 0.0035241722234145 0.998236358672928
"88" "dN.dS_ENSG00000198720" 0.0669901455182973 -2.68192385126885e-16 0.715644357979965 0.999999999999999 32 0.00448767959656265 -0.0286960644168854 1.01424655011338
"89" "dN.dS_ENSG00000196419" 0.0342189896730268 7.30073417274766e-17 0.85005461074667 1 33 0.00117093925424272 -0.0310493530278784 1.01540600403379
"90" "dN.dS_ENSG00000164076" 0.674807622679951 -4.92662310034396e-17 4.63837118638574e-06 1 37 0.455365327626967 0.439804336987737 0.74846219878646
"91" "dN.dS_ENSG00000071243" 0.558345519901763 -1.37698269085167e-16 0.000401997097128243 0.999999999999999 36 0.31174971959437 0.291507064288323 0.841720224131319
"92" "dN.dS_ENSG00000116106" 0.262602604274719 1.18238107244218e-17 0.111202248068348 1 38 0.0689601277718647 0.043097909098861 0.978213724551613
"93" "dN.dS_ENSG00000124702" 0.149742366398263 2.69688932082009e-18 0.369552151329799 1 38 0.0224227762945518 -0.00473214658615495 1.00236328074514
"94" "dN.dS_ENSG00000156261" 0.456755890102798 1.29740305080539e-16 0.00581203755707728 0.999999999999999 35 0.2086259431436 0.184644911117648 0.902970148389387
"95" "dN.dS_ENSG00000156642" 0.0150856579742621 1.29285355827473e-16 0.940467547926335 1 27 0.000227577076516419 -0.039763319840423 1.01968785412028
"96" "dN.dS_ENSG00000129083" 0.387193867088204 6.97343731339162e-18 0.016323264240092 1 38 0.149919090710718 0.126305732119349 0.93471614294429
"97" "dN.dS_ENSG00000094631" 0.146123764252578 -2.16155896465812e-16 0.424864172070464 0.999999999999999 32 0.021352154479343 -0.0112694403713456 1.00561893397616
"98" "dN.dS_ENSG00000077147" 0.410871603151341 -3.92523114670944e-17 0.0194916670431786 1 32 0.168815474276153 0.141109323418691 0.926763549445763
"99" "dN.dS_ENSG00000036549" 0.456269726001706 1.68392117702566e-16 0.00668377458919739 0.999999999999999 34 0.208182062865672 0.183437752330225 0.903638338977367
"100" "dN.dS_ENSG00000107758" 0.217514367207934 -8.67455743181897e-18 0.239818936943458 1 31 0.0473124999418682 0.0144612068364153 0.992743065029207
"101" "dN.dS_ENSG00000198730" 0.433047517387497 8.35708862582234e-17 0.00589311862791503 1 39 0.187530152315475 0.165571507783461 0.913470575451962
"102" "dN.dS_ENSG00000133216" 0.470714141962502 6.5423723811151e-18 0.00376342415829616 1 36 0.221571803443494 0.19867685648595 0.895166545126688
"103" "dN.dS_ENSG00000114554" 0.168590221241173 -1.51906578375257e-16 0.373160844615659 0.999999999999999 30 0.0284226626981476 -0.00627652791977584 1.0031333550031
"104" "dN.dS_ENSG00000083307" 0.0110402952122665 7.50647770367611e-17 0.949810291800402 1 35 0.000121888118373996 -0.0301774486053117 1.01497657539734
"105" "dN.dS_ENSG00000047056" 0.25043761528099 -2.12776551367792e-16 0.140700318728218 0.999999999999999 36 0.0627189991476289 0.0351519108872651 0.982266811570428
"106" "dN.dS_ENSG00000153046" 0.318511325162379 -3.3001158596559e-17 0.0756199181077968 1 32 0.101449464256695 0.0714977797319177 0.963588200564994
"107" "dN.dS_ENSG00000183814" 0.51347228967577 8.62462631408041e-18 0.00160687294254654 1 35 0.263653792264877 0.241340270818358 0.871010751473047
"108" "dN.dS_ENSG00000102974" 0.290261250806938 -2.16673692861659e-16 0.0859250251210132 0.999999999999999 36 0.084251593720008 0.0573178170647141 0.970918216398933
"109" "dN.dS_ENSG00000124571" -0.452101207835784 -2.55527357304053e-16 0.0049666691747381 0.999999999999999 37 0.204395502126575 0.181663945044477 0.904619287300201
"110" "dN.dS_ENSG00000118454" 0.0530903174142655 1.04779120247487e-16 0.748219257952704 1 39 0.00281858180314747 -0.0241322673373079 1.01199420321329
"111" "dN.dS_ENSG00000149136" 0.223109804203232 -1.54222277657839e-16 0.190882085015235 0.999999999999999 36 0.0497779847316047 0.0218302784001814 0.989024631442422
"112" "dN.dS_ENSG00000163634" 0.488076784116755 -9.92254683478625e-17 0.00534452200447859 1 31 0.238218947193753 0.21195063502802 0.887721445596522
"113" "dN.dS_ENSG00000102226" 0.263690278823615 -1.31185893393624e-16 0.131844563888669 0.999999999999999 34 0.0695325631460761 0.0404554557443909 0.97956344575306
"114" "dN.dS_ENSG00000139687" -0.100853799378088 3.63279332428197e-18 0.546857439860726 1 38 0.0101714888489957 -0.0173237475718655 1.00862468122283
"115" "dN.dS_ENSG00000109111" 0.248145732110486 -2.70820849790945e-17 0.133050234303325 1 38 0.0615763043646491 0.0355089794858895 0.982085037313017
"116" "dN.dS_ENSG00000108262" 0.551769792414394 -1.15803001981775e-16 0.000400020469885135 0.999999999999999 37 0.304449903821024 0.284577043930196 0.845826788456008
"117" "dN.dS_ENSG00000082641" 0.395355607773796 7.40148683083438e-17 0.0170067227225076 1 36 0.156306056598188 0.131491528851076 0.93193801894167
"118" "dN.dS_ENSG00000091622" 0.124731321217654 2.81578671052458e-17 0.455587902663527 1 38 0.0155579024927017 -0.0117877113269453 1.00587658851717
"119" "dN.dS_ENSG00000147548" 0.495675374018096 -1.27901679926905e-17 0.00246283293894943 1 35 0.245694076407979 0.222836321147615 0.881568873572783
"120" "dN.dS_ENSG00000131725" 0.313409785958269 -1.18046075058015e-18 0.0627021382055245 1 36 0.0982256939344082 0.0717029202265967 0.963481748541924
"121" "dN.dS_ENSG00000136448" 0.583551603258725 -7.86286811627776e-17 0.000187183078074288 1 36 0.340532473665828 0.321136369950117 0.823931811529257
"122" "dN.dS_ENSG00000067842" 0.566693541447173 -1.11635612048407e-16 0.000314220956090433 0.999999999999999 36 0.321141569917939 0.301175145503761 0.835957447778438
"123" "dN.dS_ENSG00000154727" 0.0379513123383016 -3.68193390421668e-17 0.833915262165694 1 33 0.00144030210819932 -0.0307713010496007 1.01526907815101
"124" "dN.dS_ENSG00000115935" 0.196201950935971 -1.27007839257254e-17 0.298747900897362 1 30 0.0384952055510811 0.00415574860647672 0.997919962418591
"125" "dN.dS_ENSG00000126583" 0.530743778499387 8.26949274529806e-17 0.000726512260100495 1 37 0.281688958415807 0.261165785799116 0.85955466039158
"126" "dN.dS_ENSG00000196961" 0.196398373528917 3.70074341541719e-17 0.250957609901258 1 36 0.0385723211248042 0.0102950364520044 0.994839164663312
"127" "dN.dS_ENSG00000142230" 0.305603857879352 -9.37656187712312e-17 0.0889539577767409 1 32 0.0933937179507431 0.0631735085491011 0.967897975744809
"128" "dN.dS_ENSG00000110048" 0.25330626939672 9.98904220484392e-17 0.136057907003038 1 36 0.0641640661156836 0.0366394798249685 0.98150930722792
"129" "dN.dS_ENSG00000151612" 0.194877673354387 -3.07557138184108e-17 0.24101271999587 1 38 0.0379773075720193 0.0112544550045754 0.994356849926335
"130" "dN.dS_ENSG00000168522" 0.539147686382539 -4.75086480109278e-17 0.00175015454307847 1 31 0.290680227731645 0.266220925239633 0.856609055964486
"131" "dN.dS_ENSG00000095787" 0.483442760967477 -4.59200865515185e-17 0.00210676110077078 1 38 0.233716903131857 0.212431261552187 0.887450696347585
"132" "dN.dS_ENSG00000196323" 0.402331441948679 -2.15701711000049e-19 0.0149913931837014 1 36 0.161870589180503 0.137219724156401 0.928859664235454
"133" "dN.dS_ENSG00000143376" 0.268485909702675 -5.11201677041531e-18 0.124706153323403 1 34 0.0720846837088732 0.0430873300747754 0.978219131854016
"134" "dN.dS_ENSG00000176444" 0.497759010666155 1.02082889384149e-16 0.00126282601548382 0.999999999999999 39 0.247764032699349 0.227433330880413 0.878957717481101
"135" "dN.dS_ENSG00000135040" 0.401490005661634 1.74010511037451e-16 0.0205662756390927 0.999999999999999 33 0.161194224646179 0.134135973828314 0.930518149297307
"136" "dN.dS_ENSG00000173039" 0.179800047057178 -1.33333543028288e-16 0.316712328210814 0.999999999999999 33 0.0323280569217633 0.00111283295149767 0.999443428638411
"137" "dN.dS_ENSG00000106615" 0.615371889011912 1.64930592007774e-16 0.000380958899487226 0.999999999999999 29 0.378682561786089 0.355670804815204 0.802701186734389
"138" "dN.dS_ENSG00000122299" -0.085709423444927 -1.47168852437615e-16 0.608901574217924 0.999999999999999 38 0.0073461052672618 -0.0202276140308697 1.01006317328713
"139" "dN.dS_ENSG00000159352" 0.611710328164244 1.28574067815502e-17 0.000422020408846879 1 29 0.374189525582807 0.351011359863652 0.805598311900136
"140" "dN.dS_ENSG00000162706" 0.592838702287768 9.32753877418737e-18 8.78295420527445e-05 1 38 0.351457726930245 0.333442663789418 0.816429627224895
"141" "dN.dS_ENSG00000133422" 0.132799166402722 1.04253484844203e-17 0.468724455429962 1 32 0.0176356185972577 -0.0151098607828337 1.00752660549627
"142" "dN.dS_ENSG00000198853" 0.790609921407789 -1.54979790920763e-17 9.66814748276327e-09 1 36 0.625064047828431 0.614036519823384 0.621259591617398
"143" "dN.dS_ENSG00000166477" 0.490504030349056 1.29174598068014e-16 0.0023886126480741 0.999999999999999 36 0.240594203788668 0.218258739194217 0.884161331887899
"144" "dN.dS_ENSG00000087258" 0.264987888783163 -1.53638670239505e-17 0.136136526140589 1 33 0.070218581201758 0.0402256322082662 0.979680747892768
"145" "dN.dS_ENSG00000122515" 0.141566733555185 2.24130071121982e-17 0.424506748300334 1 34 0.0200411400494847 -0.0105825743239689 1.00527736188774
"146" "dN.dS_ENSG00000145431" 0.0948323810873104 -5.01567302377227e-17 0.587898157650267 1 35 0.00899318050268888 -0.0210373291790478 1.01046391780164
"147" "dN.dS_ENSG00000196700" 0.126347263164818 1.09918312914721e-16 0.476446553498529 1 34 0.0159636309092397 -0.0147875056248465 1.00736661927267
"148" "dN.dS_ENSG00000068366" 0.632827586586476 -1.18757654224564e-17 4.51837039656882e-05 1 35 0.400470754344864 0.382303201446223 0.785936892220856
"149" "dN.dS_ENSG00000100614" 0.381513586500683 -1.30101415606372e-16 0.0341979594058331 0.999999999999999 31 0.145552616684614 0.11608891381167 0.940165456815092
"150" "dN.dS_ENSG00000103249" 0.640094835017584 -1.43578853134836e-16 0.000105372366674698 0.999999999999999 31 0.409721397816188 0.389366963258125 0.781430122750508
"151" "dN.dS_ENSG00000079432" 0.556374787787392 1.74254631847834e-16 0.000519134962837976 0.999999999999999 35 0.309552904485465 0.288630265227449 0.843427373739168
"152" "dN.dS_ENSG00000126581" 0.50846737682073 2.94806875867566e-17 0.00251658279205366 1 33 0.258539073290955 0.234620978880986 0.874859429347946
"153" "dN.dS_ENSG00000079805" 0.334222055269093 -9.86536017592727e-17 0.0463418745862215 1 36 0.111704382228297 0.0855780405291292 0.956254129126181
"154" "dN.dS_ENSG00000169032" 0.138542817543476 -1.24427074990788e-16 0.465317672824976 0.999999999999999 30 0.0191941122928849 -0.0158346694109408 1.00788623832799
"155" "dN.dS_ENSG00000115053" 0.405907517563821 -8.3565879798902e-17 0.0260425522827861 1 30 0.164760912814824 0.134930945415353 0.930090885120721
"156" "dN.dS_ENSG00000151617" 0.716941919895775 -3.87367928113147e-17 4.1154334364051e-07 1 38 0.51400571650384 0.500505875295614 0.706748982811002
"157" "dN.dS_ENSG00000157212" 0.618089650790226 -3.44000219696133e-16 0.000163439211773731 0.999999999999998 32 0.382034816413983 0.361435976961116 0.799102010408486
"158" "dN.dS_ENSG00000162374" 0.552829310969108 8.6821880770636e-17 0.00187020210384095 1 29 0.305620247066579 0.279902478439415 0.848585600608793
"159" "dN.dS_ENSG00000165494" -0.0626172407477114 -3.30752471755931e-17 0.712743125342001 1 37 0.00392091883885684 -0.0245384834800328 1.01219488414042
"160" "dN.dS_ENSG00000100664" 0.455904957140711 -1.81773481980578e-16 0.00519938259794613 0.999999999999999 36 0.207849329945474 0.184550780826223 0.903022269478321
"161" "dN.dS_ENSG00000062485" 0.669359222836591 4.61400491372643e-19 1.50049137404727e-05 1 34 0.448041769196405 0.430793074483792 0.754458034297606
"162" "dN.dS_ENSG00000161405" 0.531239254385481 0 0.000599663501448125 1 38 0.282215145400041 0.262276677216709 0.858908215575617
"163" "dN.dS_ENSG00000008441" 0.716316981063385 -1.55836446337514e-17 4.25748992791856e-07 1 38 0.513110017359762 0.499585295619755 0.707399960687195
"164" "dN.dS_ENSG00000215421" 0.34302641769452 4.56061581032206e-17 0.0470247074659179 1 34 0.117667123236335 0.090094220837471 0.953889815000941
"165" "dN.dS_ENSG00000198963" 0.667612863647496 3.65039081862933e-17 6.3698830542762e-06 1 37 0.44570693570761 0.429869991013542 0.75506953917269
"166" "dN.dS_ENSG00000154832" 0.416276471182016 7.02161907720945e-17 0.0143334377017471 1 34 0.173286100459752 0.147451291099119 0.923335642602884
"167" "dN.dS_ENSG00000136231" 0.311650002719735 6.31803341637711e-17 0.0727766673956695 1 34 0.097125724195211 0.0689109030763114 0.964929581328964
"168" "dN.dS_ENSG00000132155" 0.0479626901635021 -2.23915925156777e-16 0.787650893002322 0.999999999999999 34 0.0023004196477201 -0.0288776922382887 1.01433608446032
"169" "dN.dS_ENSG00000136848" 0.639461743602388 1.32564734327563e-16 1.54689101292595e-05 0.999999999999999 38 0.408911321531007 0.392492191573535 0.779427872497812
"170" "dN.dS_ENSG00000107864" 0.503726344686215 9.8277046309993e-17 0.00329058754813564 1 32 0.253740230330935 0.2288649046753 0.878142981139575
"171" "dN.dS_ENSG00000172239" -0.0348222467578816 3.67542927408701e-17 0.84499282955166 1 34 0.0012125888692668 -0.0299995177285686 1.01488891891111
"172" "dN.dS_ENSG00000141551" 0.609229811403513 -6.07408036539487e-18 0.000275276262490079 1 31 0.371160963102761 0.349476858382166 0.806550148234959
"173" "dN.dS_ENSG00000100852" 0.565719369180782 -1.6150385867901e-16 0.000263307310662335 0.999999999999999 37 0.320038404666302 0.300610930513911 0.836294846023871
"174" "dN.dS_ENSG00000080709" 0.568948131036438 5.53144541060474e-17 0.000550251775552362 1 33 0.323701975809857 0.3018859105134 0.835532219298933
"175" "dN.dS_ENSG00000153187" 0.445161916700769 3.04412513525592e-18 0.00651665178777885 1 36 0.198169132080703 0.174585871259547 0.908523047996281
