"phenotypeID" "num_of_snps" "num_of_pos_snsps" "proportion_of_pos_snps" "mean_beta" "pos_to_neg_effect_weight" "cis_eQTLs_total" "LOE" "GOE" "meanSlope" "meanMAF" "LOE_meanSlope" "GOE_meanSlope" "LOE_meanMAF" "GOE_meanMAF" "cis_eQTLs_positive_association" "LOE_positive_association" "Trait"
"470" "PGS001356" 1896 962 0.507383966244726 4.14293906572953e-07 1.10921738972579 66 36 30 -0.0144361424242424 0.151360895454545 -0.134059166666667 0.129111486666667 0.124111719444444 0.184059906666667 66 30 "Atrial fibrillation"
"471" "PGS001357" 1896 1023 0.539556962025316 3.18833000238199e-06 1.62819525430625 66 36 30 -0.0144361424242424 0.151360895454545 -0.134059166666667 0.129111486666667 0.124111719444444 0.184059906666667 36 29 "Type 2 diabetes"
"142" "PGS000727" 1791 885 0.494137353433836 -0.00099821328866555 0.878701115423237 59 24 35 0.0743653779661017 0.203221127118644 -0.15616205 0.232441328571429 0.192323208333333 0.210693985714286 28 17 "Atrial fibrillation"
"144" "PGS000729" 1686 822 0.487544483985765 0.000541103202846975 1.06655237817333 59 24 35 0.0743653779661017 0.203221127118644 -0.15616205 0.232441328571429 0.192323208333333 0.210693985714286 29 19 "Type 2 diabetes"
"143" "PGS000728" 1666 843 0.506002400960384 0.00194129651860744 1.18404789274211 59 24 35 0.0743653779661017 0.203221127118644 -0.15616205 0.232441328571429 0.192323208333333 0.210693985714286 24 17 "Chronic kidney disease"
"1" "PGS000018" 1449 736 0.507936507936508 2.9306006652864e-05 1.33099823301369 54 22 32 0.0830266 0.209531662962963 -0.154660122727273 0.246436221875 0.199528790909091 0.2164086375 22 10 "Coronary artery disease"
"176" "PGS000921" 1373 729 0.530954115076475 3.18258489439184e-06 1.0506009058882 43 17 26 0.0551006674418605 0.166629944186047 -0.116305341176471 0.167173826923077 0.1425854 0.182351376923077 27 12 "Body mass index"
"172" "PGS000907" 1213 604 0.497938994229184 -4.94641384995878e-06 0.890176267091318 54 30 24 0.0201012944444444 0.197815281481481 -0.130822833333333 0.208756454166667 0.18853631 0.209413995833333 31 14 "Major depressive disorder"
"167" "PGS000883" 1160 584 0.503448275862069 1.83996638189655e-05 1.28413536964919 58 26 32 0.0223974051724138 0.193292293103448 -0.138928142307692 0.1534744125 0.152279653846154 0.2266150625 16 9 "Estimated glomerular filtration rate"
"86" "PGS000335" 861 419 0.48664343786295 -2.15483421439384e-05 0.540209897398904 0 0 0 NA NA NA NA NA NA 0 0 "Breast cancer"
"57" "PGS000203" 860 450 0.523255813953488 1.72905411459884e-06 1.1282545217003 46 24 22 0.00552756956521739 0.177204943478261 -0.134341154166667 0.158111631818182 0.155698766666667 0.200666227272727 26 8 "Alcohol consumption (drinks per week)"
"59" "PGS000205" 860 440 0.511627906976744 3.28867600992209e-06 1.13777794758136 46 24 22 0.00552756956521739 0.177204943478261 -0.134341154166667 0.158111631818182 0.155698766666667 0.200666227272727 26 7 "Risk-taking tendency (4-domain principal component model)"
"149" "PGS000761" 851 489 0.574618096357227 -5.08160889793595e-05 0.494612721867768 42 21 21 0.0159331452380952 0.183050223809524 -0.130970938095238 0.162837228571429 0.165540542857143 0.200559904761905 29 14 "Hypothyroidism"
"55" "PGS000201" 841 466 0.55410225921522 1.27679501033175e-05 1.5153053545952 46 24 22 0.00552756956521739 0.177204943478261 -0.134341154166667 0.158111631818182 0.155698766666667 0.200666227272727 28 13 "Problematic Alcohol Use"
"166" "PGS000882" 835 395 0.473053892215569 -2.67544910179641e-06 0.889831344314035 41 20 21 0.0193177829268293 0.180485570731707 -0.131377635 0.162837228571429 0.15940752 0.200559904761905 33 15 "25-hydroxyvitamin D"
"58" "PGS000204" 827 420 0.507859733978235 -1.00096666039903e-06 0.934159764368173 46 24 22 0.00552756956521739 0.177204943478261 -0.134341154166667 0.158111631818182 0.155698766666667 0.200666227272727 23 4 "Alcohol consumption (drinks per week)"
"60" "PGS000206" 826 438 0.530266343825666 3.03591850309927e-06 1.13179387864575 46 24 22 0.00552756956521739 0.177204943478261 -0.134341154166667 0.158111631818182 0.155698766666667 0.200666227272727 28 10 "Risk-taking tendency (4-domain principal component model)"
"56" "PGS000202" 805 426 0.529192546583851 1.14849784581615e-05 1.53136338823383 46 24 22 0.00552756956521739 0.177204943478261 -0.134341154166667 0.158111631818182 0.155698766666667 0.200666227272727 19 11 "Problematic Alcohol Use"
"467" "PGS001351" 757 350 0.462351387054161 -2.31914876550991e-05 0.573728325668219 46 24 22 0.00552756956521739 0.177204943478261 -0.134341154166667 0.158111631818182 0.155698766666667 0.200666227272727 16 6 "Fasting insulin"
"466" "PGS001350" 755 442 0.585430463576159 1.01891855044238e-05 1.39417346103983 46 24 22 0.00552756956521739 0.177204943478261 -0.134341154166667 0.158111631818182 0.155698766666667 0.200666227272727 23 12 "Fasting glucose"
"468" "PGS001352" 752 362 0.481382978723404 4.79335567511968e-06 1.1274783609928 46 24 22 0.00552756956521739 0.177204943478261 -0.134341154166667 0.158111631818182 0.155698766666667 0.200666227272727 24 9 "Glycated haemoglobin levels (HbA1c)"
"16" "PGS000135" 705 353 0.500709219858156 -5.43048926468085e-06 0.992709938130184 43 24 19 -0.00146377674418605 0.167869055813953 -0.134341154166667 0.166381331578947 0.155698766666667 0.183242052631579 16 0 "Schizophrenia"
"160" "PGS000820" 652 307 0.470858895705521 5.60424032208589e-06 1.25800889977043 47 24 23 0.00719064255319149 0.184493114893617 -0.134341154166667 0.154875995652174 0.155698766666667 0.214539391304348 29 20 "Hypothyroidism (self-reported)"
"17" "PGS000136" 643 319 0.496111975116641 1.7463617503888e-05 1.02147807765654 35 16 19 0.02392372 0.190702194285714 -0.12468591875 0.149068678947368 0.1731987375 0.205441947368421 16 3 "Schizophrenia"
"15" "PGS000134" 640 309 0.4828125 -6.03345357334375e-05 0.925334200094165 44 24 20 0.000767454545454547 0.173219895454545 -0.134341154166667 0.162897785 0.155698766666667 0.19424525 17 1 "Schizophrenia"
"161" "PGS000821" 631 294 0.465927099841521 -4.39803486529317e-08 0.998391490784779 46 23 23 0.0100173304347826 0.182238595652174 -0.134841334782609 0.154875995652174 0.1499378 0.214539391304348 17 14 "Thyroid medication use"
"175" "PGS000910" 598 296 0.494983277591973 -4.34598662207358e-05 0.666371408765309 21 9 12 0.0615809380952381 0.15209139047619 -0.1282843 0.203979866666667 0.135512044444444 0.1645259 10 6 "Body mass index"
"14" "PGS000133" 483 233 0.4824016563147 -9.3395424968944e-06 0.989464260846418 22 11 11 0.0278664181818182 0.166129672727273 -0.148832 0.204564836363636 0.1259588 0.206300545454545 11 1 "Schizophrenia"
"11" "PGS000117" 275 146 0.530909090909091 0.000146882861818182 1.30735437933754 22 6 16 0.124221059090909 0.164932595454545 -0.1320505 0.22032289375 0.137545883333333 0.1752026125 21 15 "Cardiovascular Disease"
"3" "PGS000036" 206 107 0.519417475728155 0.00520091474867877 1.20452996114378 9 7 2 -0.053313 0.0466790666666667 -0.203712714285714 0.473086 0.0551033428571429 0.0171941 2 2 "Type 2 diabetes"
"146" "PGS000754" 201 127 0.631840796019901 0.000490720512437811 1.35267090723489 31 4 27 0.15454324516129 0.210316870967742 -0.1026735 0.19264942962963 0.19021775 0.213294518518519 19 16 "Systemic lupus erythrmatosus"
"132" "PGS000706" 191 89 0.465968586387435 0.00060154648388394 2.32678497834482 12 2 10 0.123557341666667 0.226354583333333 -0.102411 0.16875101 0.184783 0.2346689 9 7 "Hypertension"
"138" "PGS000712" 190 92 0.484210526315789 0.000267521033263181 1.34271292652026 12 2 10 0.123557341666667 0.226354583333333 -0.102411 0.16875101 0.184783 0.2346689 10 8 "T2D (cases vs HbA1c filtered controls)"
"139" "PGS000713" 190 90 0.473684210526316 0.000308075668675398 1.42415643051148 12 2 10 0.123557341666667 0.226354583333333 -0.102411 0.16875101 0.184783 0.2346689 8 6 "T2D"
"129" "PGS000703" 189 85 0.44973544973545 4.79142549446586e-05 1.0994434753767 12 2 10 0.123557341666667 0.226354583333333 -0.102411 0.16875101 0.184783 0.2346689 4 3 "Angina"
"130" "PGS000704" 189 93 0.492063492063492 9.61726426762326e-05 1.10233126863214 12 2 10 0.123557341666667 0.226354583333333 -0.102411 0.16875101 0.184783 0.2346689 10 8 "Alcoholic cirrhosis"
"131" "PGS000705" 189 93 0.492063492063492 7.15952359010566e-05 1.17949088869623 12 2 10 0.123557341666667 0.226354583333333 -0.102411 0.16875101 0.184783 0.2346689 4 3 "Gallstones"
"133" "PGS000707" 189 89 0.470899470899471 2.69006529013543e-05 1.07630619832826 12 2 10 0.123557341666667 0.226354583333333 -0.102411 0.16875101 0.184783 0.2346689 4 3 "Cholecystitis"
"134" "PGS000708" 189 85 0.44973544973545 0.000465623463231481 1.89072679108845 12 2 10 0.123557341666667 0.226354583333333 -0.102411 0.16875101 0.184783 0.2346689 10 8 "Kidney failure"
"135" "PGS000709" 189 81 0.428571428571429 0.000292498811606737 1.66519047217647 12 2 10 0.123557341666667 0.226354583333333 -0.102411 0.16875101 0.184783 0.2346689 11 9 "Heart failure"
"136" "PGS000710" 189 84 0.444444444444444 0.000149538580027668 1.48070813295848 12 2 10 0.123557341666667 0.226354583333333 -0.102411 0.16875101 0.184783 0.2346689 7 6 "Myocardial infarction"
"137" "PGS000711" 189 83 0.439153439153439 0.000157052495048242 1.25859908764579 12 2 10 0.123557341666667 0.226354583333333 -0.102411 0.16875101 0.184783 0.2346689 10 8 "Gout"
"168" "PGS000884" 68 33 0.485294117647059 -0.000176665 0.766013504472307 3 1 2 0.009068 0.2338432 -0.285533 0.1563685 0.0377176 0.331906 2 2 "Estimated glomerular filtration rate"
"398" "PGS001229" 64 32 0.5 0.00113433270265625 1.1340928292419 4 1 3 0.13708825 0.17533525 -0.102411 0.216921333333333 0.184783 0.172186 0 0 "Standing height"
"10" "PGS000116" 49 31 0.63265306122449 0.000189059285714286 1.72289656324083 0 0 0 NA NA NA NA NA NA 0 0 "Coronary Artery Disease"
"331" "PGS001157" 49 28 0.571428571428571 0.0186793512857143 1.76010673451082 3 3 0 -0.161033 0.0841594666666667 -0.161033 NA 0.0841594666666667 NA 3 0 "Impedance (right leg)"
"147" "PGS000758" 46 22 0.478260869565217 -8.68386304347825e-05 0.964797482972934 7 4 3 0.00932199999999999 0.136259914285714 -0.1463775 0.216921333333333 0.10931535 0.172186 3 0 "Adult standing height"
"335" "PGS001161" 46 26 0.565217391304348 0.0312278739804348 1.68478183066342 6 3 3 -0.0360994833333333 0.185233566666667 -0.161033 0.0888340333333333 0.0841594666666667 0.286307666666667 4 1 "Whole body impedance"
"204" "PGS000969" 45 18 0.4 -0.000944599516222222 0.784842952071529 4 1 3 0.13708825 0.17533525 -0.102411 0.216921333333333 0.184783 0.172186 0 0 "Sitting height"
"329" "PGS001155" 42 24 0.571428571428571 0.0245634522619048 1.90792689678659 4 3 1 -0.0897515 0.1781066 -0.161033 0.124093 0.0841594666666667 0.459948 3 0 "Impedance (left leg)"
"409" "PGS001240" 42 18 0.428571428571429 -0.000462348256666667 0.60485664572293 2 0 2 0.1022459 0.3238715 NA 0.1022459 NA 0.3238715 2 2 "Red blood cell count"
"328" "PGS001154" 38 17 0.447368421052632 0.00931124723947368 1.36082447999862 3 0 3 0.0888340333333333 0.286307666666667 NA 0.0888340333333333 NA 0.286307666666667 1 1 "Impedance (left arm)"
"394" "PGS001225" 38 14 0.368421052631579 -0.00794959820052632 0.378456786692618 0 0 0 NA NA NA NA NA NA 0 0 "Percentage of hematocrit"
"407" "PGS001238" 38 17 0.447368421052632 -0.0238085643947368 0.744456881511864 1 0 1 0.0620103 0.21118 NA 0.0620103 NA 0.21118 1 1 "Platelet count"
"107" "PGS000680" 37 20 0.540540540540541 0.000163655712783784 1.82416830450854 4 1 3 0.135935 0.17401075 -0.102411 0.215383666666667 0.184783 0.17042 4 3 "Cystatin C [mg/L]"
"361" "PGS001190" 37 20 0.540540540540541 8.38406789189189e-05 1.39218773287926 4 1 3 0.135935 0.17401075 -0.102411 0.215383666666667 0.184783 0.17042 4 3 NA
"371" "PGS001200" 37 13 0.351351351351351 -0.000487158829864865 0.622698721797449 1 0 1 0.124093 0.459948 NA 0.124093 NA 0.459948 1 1 "Mean platelet volume"
"113" "PGS000686" 36 19 0.527777777777778 -0.000134293689333333 0.684282244562945 0 0 0 NA NA NA NA NA NA 0 0 "HDL cholesterol [mmol/L]"
"293" "PGS001103" 35 13 0.371428571428571 -0.00239678685714286 0.575008701988734 5 1 4 0.1344892 0.2322578 -0.102411 0.19371425 0.184783 0.2441265 4 3 "Body fat percentage (left leg)"
"294" "PGS001104" 35 11 0.314285714285714 -0.00234464530314286 0.633887067824405 0 0 0 NA NA NA NA NA NA 0 0 "Body fat percentage (right leg)"
"336" "PGS001162" 33 13 0.393939393939394 -0.00710562612727273 0.489098218426015 0 0 0 NA NA NA NA NA NA 0 0 "Hip circumference"
"333" "PGS001159" 32 10 0.3125 -0.00047882349625 0.678286357413872 0 0 0 NA NA NA NA NA NA 0 0 "Right leg mass (predicted)"
"340" "PGS001167" 32 9 0.28125 -0.0005358439140625 0.664488950099967 0 0 0 NA NA NA NA NA NA 0 0 "Leg fat-free mass (R)"
"359" "PGS001188" 32 22 0.6875 0.005873274003125 3.02554025825641 0 0 0 NA NA NA NA NA NA 0 0 NA
"397" "PGS001228" 32 14 0.4375 -0.003711184 0.410953053542036 0 0 0 NA NA NA NA NA NA 0 0 "Body mass index"
"97" "PGS000670" 31 20 0.645161290322581 0.000103248168064516 1.48465375171232 1 0 1 0.0620103 0.21118 NA 0.0620103 NA 0.21118 0 0 "Alkaline phosphatase [U/L]"
"399" "PGS001230" 31 10 0.32258064516129 -0.0107452023354839 0.447837388750044 0 0 0 NA NA NA NA NA NA 0 0 "Body weight"
"323" "PGS001148" 30 11 0.366666666666667 -0.00353040953 0.443357104304803 0 0 0 NA NA NA NA NA NA 0 0 "Trunk fat mass"
"338" "PGS001165" 30 13 0.433333333333333 -0.000163126445666667 0.684237573661092 0 0 0 NA NA NA NA NA NA 0 0 "Arm fat free mass (L)"
"367" "PGS001196" 30 14 0.466666666666667 -0.000312765533 0.446088336865295 0 0 0 NA NA NA NA NA NA 0 0 NA
"380" "PGS001211" 30 19 0.633333333333333 8.38630416666667e-05 1.4005342163391 1 0 1 0.0620103 0.21118 NA 0.0620103 NA 0.21118 0 0 NA
"403" "PGS001234" 30 12 0.4 -0.000227776500666667 0.572251542940163 0 0 0 NA NA NA NA NA NA 0 0 "Left arm mass (predicted)"
"228" "PGS001002" 29 12 0.413793103448276 -0.00273964977241379 0.578341151493781 0 0 0 NA NA NA NA NA NA 0 0 "Whole body water mass"
"319" "PGS001144" 29 11 0.379310344827586 -0.000170735976206897 0.708659635330785 0 0 0 NA NA NA NA NA NA 0 0 "Arm fat mass (L)"
"324" "PGS001149" 29 12 0.413793103448276 -0.0039255393237931 0.588857482477897 0 0 0 NA NA NA NA NA NA 0 0 "Whole body fat mass"
"339" "PGS001166" 29 12 0.413793103448276 -0.000582602574827586 0.656610393279128 0 0 0 NA NA NA NA NA NA 0 0 "Leg fat free mass (L)"
"341" "PGS001168" 29 12 0.413793103448276 -0.00159988021206897 0.623260404181429 0 0 0 NA NA NA NA NA NA 0 0 "Trunk fat free mass"
"342" "PGS001169" 29 10 0.344827586206897 -0.00310796788275862 0.628714670213994 0 0 0 NA NA NA NA NA NA 0 0 "Whole body fat free mass"
"404" "PGS001235" 29 9 0.310344827586207 -0.000183581003103448 0.616134540766322 0 0 0 NA NA NA NA NA NA 0 0 "Right arm mass (predicted)"
"105" "PGS000678" 28 18 0.642857142857143 0.000305934625714286 3.21025506576643 1 0 1 0.124093 0.459948 NA 0.124093 NA 0.459948 1 1 "Creatinine [umol/L]"
"114" "PGS000687" 28 16 0.571428571428571 0.000221693105571429 2.3420923943765 0 0 0 NA NA NA NA NA NA 0 0 "IGF-1 [nmol/L]"
"321" "PGS001146" 28 9 0.321428571428571 -0.000223234165714286 0.600255529724414 0 0 0 NA NA NA NA NA NA 0 0 "Arm fat-free mass (R)"
"330" "PGS001156" 28 14 0.5 0.0108063665928571 1.32374379773627 3 0 3 0.0888340333333333 0.286307666666667 NA 0.0888340333333333 NA 0.286307666666667 1 1 "Impedance (right arm)"
"332" "PGS001158" 28 12 0.428571428571429 -0.000589401264285714 0.644760697554072 0 0 0 NA NA NA NA NA NA 0 0 "Left leg mass (predicted)"
"362" "PGS001191" 28 13 0.464285714285714 0.000127738473928571 1.66682504056231 0 0 0 NA NA NA NA NA NA 0 0 NA
"224" "PGS000998" 27 11 0.407407407407407 -0.000170665711481481 0.752651522482067 4 1 3 0.13708825 0.17533525 -0.102411 0.216921333333333 0.184783 0.172186 0 0 "Comparative body height at age 10"
"274" "PGS001079" 27 11 0.407407407407407 0.000151189144074074 1.36118841130164 1 0 1 0.0620103 0.21118 NA 0.0620103 NA 0.21118 0 0 "Platelet distribution width"
"291" "PGS001101" 27 8 0.296296296296296 -0.00546123667037037 0.389181877919282 0 0 0 NA NA NA NA NA NA 0 0 "Body fat percentage"
"334" "PGS001160" 27 11 0.407407407407407 -0.00142529866666667 0.648098471940727 0 0 0 NA NA NA NA NA NA 0 0 "Trunk mass (predicted)"
"366" "PGS001195" 27 15 0.555555555555556 -0.000465541298888889 0.447126091449183 0 0 0 NA NA NA NA NA NA 0 0 NA
"391" "PGS001222" 27 19 0.703703703703704 0.000275788543592593 2.81411334613771 0 0 0 NA NA NA NA NA NA 0 0 NA
"98" "PGS000671" 26 8 0.307692307692308 -0.000214735257692308 0.320504262731604 0 0 0 NA NA NA NA NA NA 0 0 "Apolipoprotein A [g/L]"
"126" "PGS000700" 26 12 0.461538461538462 0.000159909928673077 1.46623270021501 0 0 0 NA NA NA NA NA NA 0 0 "Urate [umol/L]"
"292" "PGS001102" 26 10 0.384615384615385 -0.00742918791153846 0.369642279446035 0 0 0 NA NA NA NA NA NA 0 0 "Body fat percentage (left arm)"
"298" "PGS001108" 26 10 0.384615384615385 -0.514850264230769 0.591754527066481 0 0 0 NA NA NA NA NA NA 0 0 "Basal metabolic rate"
"320" "PGS001145" 26 11 0.423076923076923 -0.00016023638 0.714339611915551 0 0 0 NA NA NA NA NA NA 0 0 "Arm fat mass (R)"
"99" "PGS000672" 25 12 0.48 0.00021171532412 2.23066707767282 0 0 0 NA NA NA NA NA NA 0 0 "Apolipoprotein B [g/L] (statin adjusted)"
"322" "PGS001147" 25 10 0.4 -0.0009481121956 0.514076298327471 0 0 0 NA NA NA NA NA NA 0 0 "Leg fat mass (R)"
"396" "PGS001227" 25 13 0.52 0.004473498588 1.51530488854396 0 0 0 NA NA NA NA NA NA 0 0 "Waist circumference"
"410" "PGS001241" 25 10 0.4 -0.006131598512 0.285748642981501 0 0 0 NA NA NA NA NA NA 0 0 "Ankle spacing width"
"192" "PGS000954" 24 11 0.458333333333333 -0.028533173625 0.532857771105368 2 0 2 0.1022459 0.3238715 NA 0.1022459 NA 0.3238715 2 2 "Left heel quantitative ultrasound index (QUI), direct entry"
"194" "PGS000956" 24 15 0.625 -0.0221687459166667 0.663363335453353 0 0 0 NA NA NA NA NA NA 0 0 "Right heel quantitative ultrasound index (QUI), direct entry"
"249" "PGS001038" 24 11 0.458333333333333 -0.00160991584583333 0.533098846636469 2 0 2 0.1022459 0.3238715 NA 0.1022459 NA 0.3238715 2 2 "Left heel bone mineral density (BMD) T-score, automated"
"250" "PGS001039" 24 15 0.625 -0.00125096935416667 0.663484362839062 0 0 0 NA NA NA NA NA NA 0 0 "Right heel bone mineral density (BMD) T-score, automated"
"295" "PGS001105" 24 10 0.416666666666667 -0.006428094625 0.39648582521408 0 0 0 NA NA NA NA NA NA 0 0 "Body fat percentage (trunk fat)"
"326" "PGS001151" 24 8 0.333333333333333 -0.0003145294585 0.194010149340394 0 0 0 NA NA NA NA NA NA 0 0 NA
"360" "PGS001189" 24 15 0.625 0.000296011541666667 2.96729812840509 0 0 0 NA NA NA NA NA NA 0 0 NA
"389" "PGS001220" 24 4 0.166666666666667 -0.0113354444166667 0.0177706137456542 2 0 2 0.1022459 0.3238715 NA 0.1022459 NA 0.3238715 0 0 "Mean corpuscular volume"
"406" "PGS001237" 24 14 0.583333333333333 -0.000228450472083333 0.798095247433367 0 0 0 NA NA NA NA NA NA 0 0 "Lung function (FVC)"
"103" "PGS000676" 23 14 0.608695652173913 -4.75417554347826e-06 0.862374430681794 1 0 1 0.124093 0.459948 NA 0.124093 NA 0.459948 1 1 "Calcium [mmol/L]"
"190" "PGS000952" 23 12 0.521739130434783 -0.072292814 0.16446031728428 0 0 0 NA NA NA NA NA NA 0 0 "Heel quantitative ultrasound index (QUI), direct entry"
"248" "PGS001037" 23 12 0.521739130434783 -0.00408200238695652 0.164379227565234 0 0 0 NA NA NA NA NA NA 0 0 "Heel bone mineral density (BMD) T-score, automated"
"296" "PGS001106" 23 9 0.391304347826087 -0.00851792173043478 0.314774816480824 0 0 0 NA NA NA NA NA NA 0 0 "Percentage of right arm fat"
"384" "PGS001215" 23 11 0.478260869565217 0.000141444794347826 1.40542576582912 0 0 0 NA NA NA NA NA NA 0 0 NA
"102" "PGS000675" 22 6 0.272727272727273 -0.00139565144545455 0.242277116855311 1 0 1 0.124093 0.459948 NA 0.124093 NA 0.459948 0 0 "C-reactive protein [mg/L]"
"120" "PGS000694" 22 8 0.363636363636364 -0.000721004844545455 0.278291278515322 1 0 1 0.124093 0.459948 NA 0.124093 NA 0.459948 1 1 "SHBG [nmol/L]"
"272" "PGS001077" 22 14 0.636363636363636 0.00641680657272727 2.87240821765788 1 0 1 0.124093 0.459948 NA 0.124093 NA 0.459948 1 1 "Neutrophill %"
"405" "PGS001236" 22 10 0.454545454545455 -0.000163712331818182 0.780377253382886 0 0 0 NA NA NA NA NA NA 0 0 "Lung function (FEV1)"
"408" "PGS001239" 22 8 0.363636363636364 -0.000759400440909091 0.686304489661771 0 0 0 NA NA NA NA NA NA 0 0 "White blood cell count"
"20" "PGS000139" 21 13 0.619047619047619 0.00686545446218668 1.40654633547758 1 0 1 0.0630651 0.140787 NA 0.0630651 NA 0.140787 0 0 "Lifetime Major Depressive Disorder (with recurrence)"
"23" "PGS000142" 21 7 0.333333333333333 -0.0109484352065971 0.458644327932427 0 0 0 NA NA NA NA NA NA 0 0 "Probable Depression (low mood or anhedonia, and seen a GP or psychiatrist for nerves, anxiety, tension or depression)"
"189" "PGS000951" 21 10 0.476190476190476 -0.0577970473333333 0.162073660872129 0 0 0 NA NA NA NA NA NA 0 0 "Heel Broadband ultrasound attenuation, direct entry"
"364" "PGS001193" 21 14 0.666666666666667 0.000432055118095238 7.26185593136468 0 0 0 NA NA NA NA NA NA 0 0 NA
"109" "PGS000682" 20 8 0.4 -0.00034100990015 0.253046499622441 0 0 0 NA NA NA NA NA NA 0 0 "eGFR [ml/min/1.73m2]"
"125" "PGS000699" 20 13 0.65 0.0012169427943 2.68695446076862 0 0 0 NA NA NA NA NA NA 0 0 "Triglycerides [mmol/L]"
"193" "PGS000955" 20 11 0.55 -0.02508240397 0.560607274516239 0 0 0 NA NA NA NA NA NA 0 0 "Right heel broadband ultrasound attenuation"
"355" "PGS001184" 20 6 0.3 -0.0007563523405 0.263189014524036 0 0 0 NA NA NA NA NA NA 0 0 NA
"385" "PGS001216" 20 12 0.6 0.0027094041904 5.02990722947476 0 0 0 NA NA NA NA NA NA 0 0 NA
"312" "PGS001133" 19 8 0.421052631578947 -0.000156571978947369 0.98323824058859 5 1 4 0.1335666 0.2311982 -0.102411 0.192561 0.184783 0.242802 5 4 "Diastolic BP (AR)"
"327" "PGS001152" 19 12 0.631578947368421 8.39992647368421e-05 1.09391368280199 0 0 0 NA NA NA NA NA NA 0 0 "Red blood cell distribution width"
"379" "PGS001210" 19 12 0.631578947368421 0.0241403320473684 2.77650365704279 1 0 1 0.0620103 0.21118 NA 0.0620103 NA 0.21118 0 0 NA
"455" "PGS001335" 19 11 0.578947368421053 0.000799248457894737 1.32097666825117 1 0 1 0.124093 0.459948 NA 0.124093 NA 0.459948 1 1 "Vascular/heart problems diagnosed by doctor High BP"
"24" "PGS000143" 18 12 0.666666666666667 0.0164025623033813 2.33274234835191 3 0 3 0.217680666666667 0.173069333333333 NA 0.217680666666667 NA 0.173069333333333 3 3 "Seen a General Practitioner for nerves, anxiety, tension or depression (without report of low mood or anhedonia)"
"101" "PGS000674" 18 6 0.333333333333333 -0.000188691124888889 0.587749220045854 0 0 0 NA NA NA NA NA NA 0 0 "AST to ALT ratio"
"216" "PGS000987" 18 4 0.222222222222222 -0.021584813065 0.0916142339307718 2 0 2 0.1022459 0.3238715 NA 0.1022459 NA 0.3238715 0 0 "Mean reticulocyte volume"
"383" "PGS001214" 18 9 0.5 0.0467875365 1.32600147444177 0 0 0 NA NA NA NA NA NA 0 0 NA
"447" "PGS001318" 18 10 0.555555555555556 0.00065008235 1.30057823155288 0 0 0 NA NA NA NA NA NA 0 0 "Disorders of lipoprotein metabolism and other lipidaemias (time-to-event)"
